Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
EMC08067,EASTMINCOM ,ARMM,MAGUINDANAO ,SNIPING,6ID ,6DTOC-0908-482-2012 ,09 Aug 2012,"On 090620 Aug 2012, troops of 45IB under 1LT KIMAYONG while moving at vic 51NXH 551635 going to Hill 224 Det, So Kyamko, Maitumaig, Datu Unsay to conduct resupply at said detachment was sniped and fired by BIFM members several times from vic  51NXH 548626 Post 2 of BIFF. Action Taken:",,,,,,,,"OOA 090720 August 2012, while BIFF members were delivering sporadic fires at FOB Hill 224, troops of 45IB led by 1LT KIMMAYONG INF, 1LT MACATUAL acted as Forward Observer for Echo Battery, 16FAB at H45IB, Gallant Hill Brgy Meta, Datu Unsay, Maguindanao during the delivery of five (5) 105mm HE fires at identified enemy position at vic 51NXH 548626 BIFF security Post 2 and vic 51NHX 542626 BIFF security Post 5 that resulted to the destruction of security Post 5 of BIFF at vic 51NHX 542625."
EMC08138,EASTMINCOM ,1,1 ,RECOVERY OF WAR MATERIEL,NFEM ,CDO-0812-107 ,14 Aug 2012,"On 140430 Aug 2012, Brgy officials of Poblacion 7, Cotabato City headed by the Brgy Captain Adtong U Solaiman appeared at H31MC and turned-over one (1) round of 81MM Mortar. The responding intel operatives of MBLT-1 proceeded to the area where the Mortar round was recovered and found out that the said round was retrieved through fishing locals at Matampay River (51NXH 378991), Purok Lauriana, Poblacion 7, Cotabato City. Other Details:",,,,,,,"1- The said recovered ammo is similar to the ammo (81MM Mortar) which was recovered by MBLT-1 on 11 Aug 2012 at Matampay River (51NXH 380987) of same area./2- The said ammo was among the mortar rounds believed to have been thrown by unident men into the Matampay River due to the presence of the patrolling gov’t troops in the area./3- Possibly, the said ammo was among the IED components transported by unidentified suspects for their projected bombing in cotabato city.","operatives of MBLT-1 established contact with the local in the area and instructed them to immediately report any related incident. EMC08146   EASTMINCOM (ARMM) MAGUINDANAO (RECOVERY OF FA) Ref: 6ID Report RN: 6DTOC-1608-532-2012 dtd 16 Aug 2012 Progress Report from Journal Nr. EMC08127 dtd 8/17/2012 re seizure of BIFF Hill 166 Satellite Camp on 140800 August 2012 at  Vic 51N XH 556622, So Kaguadan, Brgy Iganagampong, Datu Unsay, Maguindanao.   Other Details: Ooa 161500H aug 12, operating troops 45IB, 5ID, PA while scouring the vic of Hill 261  GC 51N XH 536619, one of the BIFF satellite camp in Camp Omar Complex, troops recovered two (2) cal .50 locally made Barret sniper rifle. Said troops still thereat. "
EMC08198,EASTMINCOM ,REGION12,SARANGANI PROVINCE ,APPREHENSION,10ID ,10ID3-TOC-2208-173-12 ,22 Aug 2012,"On 221000 Aug 2012, a certain Juver/Juling Leonsily was arrested by the joint elements of MAPIO, NISG 12, RIU 12, CIDG 12, JTFGensan, RPSB 12 and Maitum MPS at Brgy Kalangit, Maitum, Sarangani Province by virtue of Warrant of Arrest for Criminal Case Nos. 3043-08/3044-08 for Murder/ Destructive Arson/ Arson issued by Executive Judge Jaime I. Infante of RTC Branch 38 in Alabel, Sarangani Province.   Accordingly, the subject is a member of 105th Base Command and known as one of the henchman/trusted men of Mohamad Jafar Maguid @ Tokboy believed to be as one of the notorious extortionists and local terrorists operating in SOCSARGEN and Palimbang, Sultan Kudarat area.  ",,,,,,,,
EMC08206,EASTMINCOM ,REGION 10,MISAMIS ORIENTAL ,HARASSMENT,4ID ,OPNS 2308-1500-12 ,23 Aug 2012,"On 222015 Aug 2012, On or about 222015 August 2012, CAA Ronel Rimadavia MN-A-050257 PA, one of the detailed sentinel of 12th MOCAA Company (PB Bunal), Alpha Company, 23IB (CAFGU) stationed at GC 51PYK 015 769, Brgy Bunal, Salay, Misamis Oriental under SSg Porferio C Luzano (Inf) PA, noticed unnecessary noise from north of his post. Sensing danger, CAA Rimadavia fired shots towards the direction of the noise that was retaliated by gunfires from MOL twelve (12) NPA’s believed to be members of GF 4B, NCMRC under unidentified leader. Sporadic exchange of fires lasted for about one (1) minute. After which, the enemy withdrew towards west direction heading Sitio Luyong, Brgy Gaston, Lagonglong, Misamis Oriental.Result:  Government side – Negative casualty",,,,,,,, Troops of the said CAA Patrol Base manned their respective sectors of fire and observed the situation.  Remarks:  Progress report will follow.
EMC08226,EASTMINCOM ,ARMM,MAGUINDANAO ,GRENADE THROWING,6ID ,6DTOC-2508-568- 2012 ,25 Aug 2012,"On 251855 Aug 2012, A grenade throwing incident transpired at  Labu- Labu CAA Detachment, Brgy Labu Labu, Datu Hoffer, Maguindanao. Four (4) unidentified personalities riding in four (4) motorcycles passed by the said CAA Det and lobbed a fragmentation grenade inside thus exploding, and resulted to the wounding of Five (5) CAA personnel. Other Details:",,,,,,,"The suspects withdrew towards the direction of Ampatuan, Maguindanao.","One (1) Mech Inf Section, 14Mech Inf Co, 1Mech Inf Bn proceeded to Labu-Labu Det and linked up with CAA personnel thereat. Wounded CAA personnel were immediately brought to IPHO General Hospital, Shariff Aguak, Maguindanao for medical treatment. "
EMC08228,EASTMINCOM ,REGION XII,COTABATO ,NORTH COTABATO) (ENCOUNTER,6ID ,6DTOC-0508-463-2012 ,25 Aug 2012,"On 251145 Aug 2012, Combined troops of RDF 7IB, 6ID PA led by 2LT FERAER and one (1) platoon mechanized infantry from 2nd Mech Bn, 1Mech Bde with four (4) AVs while conducting security clearing patrol along Pikit Nat’l highway engaged MOL eighty (80) BIFF at Brgy Dalengaoen, Pikit, North Cotabato. Firefight lasted for 20 minutes, after which, BIFF elements withdrew towards Southwest portion of the encounter site.       ",,,,,,,,Engaged troops still conducting clearing and pursuit operations in the area. Progress report to follow. For information 
EMC08276,EASTMINCOM ,REGION 10,BUKIDNON ,DISCOVERY OF EN HARBOR SITE,4ID ,OPNS 3008-1535-2012 ,30 Aug 2012,"On 301020 Aug 2012, one (1) section of HHSC (SOG), 8IB led by Cpl Dondoy A Mansaloon (Inf) PA while traversing towards their next objective discovered an abandoned enemy harbor site at vicinity GC 51N YJ 44055 51231, Sitio Calot, Brgy Sta Felomina, Quezon, Bukidnon. Said Harbor site can accommodate more or less ten (10) persons and believed to have been abandoned for about one (1) week ago based on the indications seen in the area. Fungi sticks known as (SUYAK) were also found planted along probable approaches/entrance of said harbor site. Action Taken:",,,,,,,,Troops continue scouring the immediate vicinities of the harbor site
18252,WESTMINCOM ,REGION IX,BASILAN ,STRAFING,1ID ,1DC 3107-4043-2012 ,31 Jul 2012,"On 311330 Jul 2012, Two (2) UH-1H Helis of PAF while conducting resupply operations were straffed by unidentified numbers of ASG/LLEs using  different HPFas approximately five (5) Kms Southwest of Tumahubong Firebase. Said Helis landed at Tumahubong Airstrip and delivered the supplies at about 1137H  and immediately lift off at about 1145H same day. Result: No damaged had been declared by the aircraft crew.Action Taken:",,,,,,,,Troops still monitoring the enemy movements.
18262,WESTMINCOM ,REGION IX,BASILAN ,SHOOTING,WESTMINCOM ,WMC-0208-01 ,02 Aug 2012,"On 011500 Aug 2012, SSg Junar Z Danao 781842 PA of 17SFC while conducting motorcycle sweep along the possible route of extraction of the just concluded resupply by foot for the composite teams of 4SFBn at Baiwas Jungle Base was shot by a group of suspected ASG elements at So Bato Piat, Brgy Limbo Candis, Sumisip, Basilan Province.Government Side:",,WIA/SSg Junar Danao  PA,,,,,,"-Immediately alerted 3AD, PAF for possible CASEVAC.-Ooa 011600H Aug 2012, two (2) Uh-1H took-off EAAB for Mangal Airstrip, Sumisip, BP. At about 1624h, said helicopters arrived at LZ vic of H12SRC Brgy Mangal, Sumisip, BP to pick up said WIA then airlifted to Camp Navarro Gen ----- Hospital, WMC. Upper Calarian, Zamboanga City for proper medical treatment.-At about 1610H, two (2) MD520MG helos prepositioned at HJTF-B and later conducted persuasion flight in the area then returned Hqs JTFB at about 1630H same day.-At about 1700H, the said aircraft returned to EAAB."
18303,WESTMINCOM ,REGION IX,BASILAN ,HARASSMENT,WESTMINCOM ,wmc-1308-12 ,13 Aug 2012,"On 131345 Aug 2012, Detachment of 14SFC, 4SFBn located at Brgy Candiis, Sumisip, Basilan Province under Sgt Renato S Cabarloc PA was harassed by MOL five fully armed men. neg cas reported on the on the gov't side.Action Taken:",,,,,,,,Troops immediately occupied respective battle position forcing the enemy to scamper and withdrew into different directions.
