Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
13312,WESTMINCOM ,ARMM,BASILAN ,ENCOUNTER,WESTMINCOM ,WMC-0104-03 ,03 Apr 2011,"On 030620 Apr 2011, two (2) combat group under LTC BOQUIO (INF) PA composed of 12SRC under CPT PENSONA (INF) PA and 14SRC under LT FUTALAN (INF) PA encountered MOL 30 fully armed LEs/ASG at vicinity 51N UH 966118 Brgy Ettub-Ettub, Sumisip, Basilan Province.Government Side:",Captured/   Name not reported  /Killed/ BC Name not reported  ,WIA/Cpl  Edwin M Romero 792675 /Sgt Robbel Gemmo M Rodriquez 794222 ,,Recovered/2 - M16 rifle (sn: Defaced),,Losses/9 - Long magazines for M16/1 - HH radio battery/1 - Infra red aiming device/Recovered/5 - Generator sets/15 - Motorcycles/3 - Wet cell batteries/8 - Magazines for M16/2 - Bandoleers for M16/1 - Upper hand guard of M16/1 - Home made gun/1 - US camouflage jacket/1 - US camouflage pants/1 - BDA pants/2 - Civilian jackets/6 - Wallets/2 pair - Combat boots/1 - Canteen water with pouch and assorted documents,,"Immediately directed 3AD PAF to prepo two (2) UH-1H and two (2) MG-520 helis in Basilan to support the engaged troops. Likewise, NFWM were also directed to conduct naval blockade in the vicinity of Sumisip and Ungkayapukan, Basilan Province."
13338,WESTMINCOM ,ARMM,SULU ,LIQUIDATION,WESTMINCOM ,WMC-0504-02-11 ,05 Apr 2011,"On 050615 Apr 2011, Pvt Arman S Dinero PN(M) of 29MC, MBLT9 station at Brgy Buanza, Indanan, Sulu was shot to death by five (5) armed group believed to be members of ASG/UTG onboard two (2) motorcycles at vic Ummul Qurah Village, Brgy Buanza, Indanan, Sulu.Government Side:",,KIA/Pvt Arman S Dinero 886444 ,,,,,"a. The perpetrators were later identified as Mundi Sawadjaan (gunner), Muammar Askali (driver and back up), Darwin Abduhay, Sakib (LNU) and one (1) unidentified back up. b. Subject EP was on marketing when he came across the suspects who shot the subject EP with Cal.45 pistol causing the multiple gunshot wounds he sustained leading to his untimely death. ",
13355,WESTMINCOM ,ARMM,SULU ,HARASSMENT,WESTMINCOM ,WMC-0704-03 ,07 Apr 2011,"On 051520 Apr 2011, MBLT5 stationed at Brgy Tugas, Patikul, sulu was harassed by MOL twenty (200 combined ASG/RMNLF allegedly led by ASG sub leader Abdun Amion Palo and RMNLF led by a certain Kulah Hamsi (follower of RMNLF Comadr Tahil Salih).Action Taken:",,,,,,,,"Immediately, pers manning at said detachment returned fire to the suspect enemy loaction. Exchange of fire for almost five (5) minutes."
13441,WESTMINCOM ,ARMM,BASILAN  ,ENCOUNTER,WESTMINCOM ,WMC-1604-01 / PNP NOC RPT DTD 16 APR 11 ,16 Apr 2011,"On 16 Apr 2011, Operating elements of 4SRBN, FSRR, SOCOM, PA under LTC BOQUIO (INF) PA while conducting combat opns encountered fifteen (15) fully armed ASG under Nurhasan, Jamiri and Long Malat Solaiman at Sitio Buug, Brgy Macalang, Al Barka, Basilan Province. Government Side:",Killed/ 2    /Wounded/ 3    ,WIA/  Names not reported    ,,Recovered/3 - M16 Rifles (sn: Not yet reported)/1 - M203 (sn: Not yet reported)/1 - M14 (sn: Not yet reported),,,,"a.  All available air assets were alerted in order to support the operating troops. Likewise, Ooa 160820H Apr 2011, one(1) Boat Assault Craft with medical team headed by CO, CNGH, departed EMP, ZC to fetch the wounded personnel at Dangkalan Wharf, Lamitan, Basilan. b.  Gov`t troops are conducting pursuit operations against the withdrawing ASG members."
13459,WESTMINCOM ,ARMM,SULU ,HARASSMENT,ISAFP ,STL DTD 18-APR-2011 ,18 Apr 2011,"On 172302 Apr 2011, the Detachment of SOP-30, MBLT-3, PMAR located at Brgy Tilis, patikul, Sulu was harassed by undet number or armed men believed to be ASG.Government Side:",,WIA/Pfc Richard G Monte   ,,,,,The perpetrators fired two (2) rounds of M203GL that resulted to the WIA of PFC Monte PN (M).,The subject was immediately brought to Integrated Provincial Hospital in Jolo for medical treatment.
13469,WESTMINCOM ,ARMM,BASILAN ,ENCOUNTER,WESTMINCOM ,WMC-1904-02 ,18 Apr 2011,"Progress report to Journal item  NR: 13441Re Encounter at Sitio Buug, Brgy Macalang, Al Barka, Basilan Province between the 4SRBn and fifteen (15) ASG Nurhasan Jamiri and Long Malat SolaimanGovernment Side:",Killed/ two (name not reported  /Wounded/ undet  number  ,WIA/1LT MICHAEL B  ASISTORES  0-15167  /Sgt Gil G Goyo  815222  /Cpl  Victor C   Sabud 842441 /Pfc  Marven I Oliveros   856710 ,,Recovered/ 2 - M16 rifles  (sn: 254562 and 3951340)/ 1 - M16 attached with M203 GL  (sn: RP 1000354/1952131)/ 1 - M14 rifle  (sn: 13769),," Recovered/3 -  motorcycles: XRM Honda, Modenas, and Kawasaki/damaged/1 - rifle butt of M16A1 rifle with SN: 4336664/lost/5 - M16 mags 30 caps/4 - M16 mags 20 caps/1 - selector knob for harris radio","Ooa 0640H same day, three (3) combat groups under CPT PENSONA PA left 13SRC CP and proceeded by foot to vic 51N VH 061196 to secure the LZ. Ooa 0856H same day, while enroute to link- up with troops of 13SRC at vic 51N UH 073187, the operating troops of 14SRC under CPT MONTEMOR PA was fired upon by undet MILF members at vic 51N VH 068188. On orders, troops moved away to evade MILF fires. Ooa 1218h same day, UH 1H heli arrived at LZ to pick up 1LT ASISTORES PA and Cpl Sabud PA and proceeded to CNGH at Zamboanga City.",
13482,WESTMINCOM ,ARMM,BASILAN  ,ENCOUNTER,PNP-NOC ,SIGNIFICANT INCIDENT REPORT 042111-01 ,21 Apr 2011,"On 210846 Apr 2011, 10th Scout Ranger Company (10th SRC) PA and 12th Scout Ranger Company (12th SRC) PA under 1LT DUGAN of 4th SRB, FSRR, SOCOM, PA encountered undetermined number of ASG under Ustadz Halrun Ahari at Brgy Bagbagon, Lantawan, Basilan. Other Details:",,,,,,,Firefight lasted for five (5) minutes. Lawless group withdrew towards unknown direction. No casualty was reported on both sides. ,
13536,WESTMINCOM ,ARMM,SULU ,ENCOUNTER,ISAFP ,STL ,27 Apr 2011,"On 270325 Apr 2011, elements of SOP2, MBLT2 led by 2LT BANATAO PN(M) encountered the advance security forces of KA DR ABU of ASG while enroute to their objective at the vic of Brgy Lipunos, Parang, Sulu. Firefight lasted for about ten (10) minutes, afterwhich the enemy withdrew towards unknown direction. As result, the government incurred two (2) WIAs and undet number of casualties on the enemy side.Government Side:",,WIA TSgt Aladdin Reyes 802772  Pfc Rowel B Candasan 865661 ,,,,,,
13537,WESTMINCOM ,ARMM,BASILAN ,APPREHENSION,WESTMINCOM ,WMC-2704-03 ,27 Apr 2011,"On 261220 Apr 2011, joint elements of MIG9 operatives of SOFT-B, 4SFBn and Isabela City PNP apprehended Masib Yacob, ASG member, at vic twins Restaurant, Valderoza St., Isabela City, Basilan Province.Other Details:",,,,,,,"a. Masib Yacob was involved in Sipadan and Golden Harvest mass abduction and Lamitan siege./b. Subject has pending warrant of arrest from kidnapping and serious illegal detention docketed in CC Number 3608-1164-1187 and 3611-1165, 9th Regional Trial Court (RTC), Isabela City, Basilan.",Subject was transported to Hqs MIG9 for custodial debriefing.
13543,WESTMINCOM ,ARMM,BASILAN ,SEIZURE OF BOAT USED BY ASG,WESTMINCOM ,WMC-2704-06 ,27 Apr 2011,"On 271645 Apr 2011, composite of 13SFC, 4SRBn onboard two (2) Scout boats led by 1LT CAPEÑA and 2LT EBAL respectively seized allegedly boat used by the ASG at vic Sitio Karundung, Brgy Kinakutan, Al-barka, Basilan. The boat is unfamiliar to the residents of said barangay.Action Taken:",,,,,,,,"The boats is taken into the custody by 13SFC, 4SFBn."
