Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
EMC06230,EASTMINCOM ,REGION 13 (CARAGA,AGUSAN DEL NORTE ,AMBUSH,4ID ,OPNS 3006-1065-12 ,30 Jun 2012,"On 290900 Jul 2012, Element of PNP Jabonga under P/Insp ERNESTO C TEJANO, COP Jabonga MPS onboard PNP mobile patrol were ambushed by undetermined number of NPA’s under unknown leader followed by IED explosion along national highway in San Roque, Kitcharao, Agusan del Norte. Immediately, the troops retaliated and escaped from enemy killing zone. Firefight lasted for about two (2) minutes. Afterwhich, the enemy withdrew towards east direction. Other Details:",,,,,,,"Result:     Government side - One (1) WIA P/Insp ERNESTO C TEJANO, COP Jabonga MPS – (Slightly wounded) Civilian wounded – Employee of DPWH - (Slightly wounded) and Civilian died – Mrs Merida, sixty (60) yrs old allegedly died from cardiac arrest due to IED explosion.         Enemy side - undetermined  ","Joint element of 1st Special Action Battalion, SAF and one (1) SF Team of 8SFC conducted pursuit operation at upper San Roque, Kitcharao, Agusan del Norte. Wounded personnel of PNP and employee of DPWH were brought to Kitcharao Health Center for immediate medication. Remarks: Progress report will follow."
EMC07259,EASTMINCOM ,REGION 13 (CARAGA,SURIGAO DEL SUR ,ENCOUNTER,4ID ,OPNS 0307-1084-12 ,03 Jul 2012,"On 271255 Jun 2012, Addendum to progress report re encounter  of one (1) section of Bravo Coy, 29IB OPCON to 36IB under 1LT ANGELO JOSE T GOMEZ (INF) PA against MOL thirty (30) NPAs believed to be members of GF-30, NEMRC under unknown leader at GC 52P AR 774 053, vicinity Sitio Banahao, Brgy Maitum, Tandag City, Surigao del Sur on or about 271255 June 2012.The troops while on their way towards pick-up point bringing along their casualties, Pvt Ernesto T Asi Jr 895539 (Inf) PA noticed that his issued M16 rifle was lost. Efforts had been made to retrieve the said firearm but yielded negative result.",,,,,,,,"One (1) platoon from Bravo Company, 36IB under 1LT ELMER D SANGRIA (INF) PA augmented with one (1) squad from Bravo Company, 29IB led by Cpl Silda jumped-off from vicinity 52P AQ 855015, Brgy Maitum, Tandag, Surigao del Sur purposely to conduct search and retrieval of the said firearm. However, the recovery team failed to recover the said firearm. Troops returned to their staging area with no untoward incident."
EMC07391,EASTMINCOM ,REGION 12,SOUTH COTABATO ,ENCOUNTER,10ID ,10ID3-TOC-1907-266-12 ,19 Jul 2012,"On 191555 Jul 2012, One (1) Pltn/SP/27IB led by 2LT REVANTE and one (1) Pltn/A27IB led by 2LT RAMOS encountered more or less thirty (30) NPA believed to be members of Fornt 73, FSMR at vicinity Sitio Mahi, Brgy Colongolo, Surallah, South Cotabato.  ",,,,,,,"One (1) platoon/B27IB led by 1LT CUENCO jumped-off at Datal Biao PB to conduct reinforcement at the said area and engaged troops continue conducting pursuit operations.  EMC07449  EASTMINCOM (X) BUKIDNON (EXHUMATION (UNKNOWN)) Ref: 10ID Report RN: 10ID3-TOC-2707-283-12 dtd 27 Jul 2012 On 271016 Jul 2012, SSg Joerico D Baloc (Inf) PA of 67IB brought a cadaver at Kitaotao Municipal Police Station, Kitaotao, Bukidnon who was found and exhumed at vicinity Brgy Pagan, of same municipality believed to be the remains of SSg Wilton Pairat (Inf) PA assigned at 67IB who was reportedly abducted by the NPA members under @ Danny (TNU) of Front 33, SMRC at vicinity Brgy Lipolot, Quezon, Bukidnon last 060830 February 2011.    Other Details: he said skeletal remains were exhumed thru the efforts of concern citizens of Brgy Pagan, Kitaotao and identified positively by the former through the clothing of the latter (blue Yamaha sweatshirt worn by the said victim upon the exhumation of his remains). ","Said cadaver was brought to Kitaotao Municipal Police Station and subsequently brought to PNP Regional Crime Laboratory Office 10, Camp Evanelista, Patag, Cagayan de Oro City for skeletal examination."
EMC07455,EASTMINCOM ,REGION 12,SOUTH COTABATO ,HARASSMENT,10ID ,10ID3-TOC-2807-289-12 ,28 Jul 2012,"Progress Report to Journal Nr. EMC07451 dtd 7/29/2012 re harassment of TPB/G/72IB located at Brgy Danlag, Tampakan, South Cotabato on 271105 July 2012.On 271105 Jul 2012, Harassment of TPB/G/72IB located at Brgy Danlag, Tampakan, South Cotabato by undetermined number of armed men believed to be members of lawless elements in the area under unknown leader On 271105 July 2012.",,,,,,,Ammo Expenditures: 1. Ctg Cal 5.56 mm ball - 5rds 2. Ctg Cal 7.62 mm ball - 5rds 3. Ctg Cal 30 mm ball - 5rds,
18132,WESTMINCOM ,REGION IX,BASILAN ,AIR MISHAP,WESTMINCOM ,WMC-0507-01 ,05 Jul 2012,"On 040930 Jul 2012, two (2) UH-1H (hornet) and one (1) MD520MG (firebird) aircrafts departed EAAB, Zamboanga City for resupply mission to elements of 4SFB at So, Baiwas, Sumipsip, Basilan. At about 0736H same day, the flight landed at Hqs 4SFB at Brgy Cabunbata, Isabela City, BP. Subsequently, pilots and crew were brief regarding the msn. At about 0915H same day, the flight reached the area and started looking for troops exact location. As planned during the briefing, before the UH-1H landed on the given LZ, MD520MG performed clearing fire at the reported enemy position which is one (1)KM NE of the LZ. At about 0930H same day, while the MD520MG was still performing clearing fire, the LH gunner of lead UH-1H aircraft orbiting over South-southwest of Mangal heard burst of fire coming from the ground and immediately informed  the pilot that the flight was under enemy fire. Immediately, the co-pilot marked the enemy location at approx four (4) KMs (2.5 NM) SSW of Baiwas and 2.4KM (1.5 NM) NNE of Mangal airstrip. The flight was caught by surprise and was not able to returned fire considering the flight was orbiting in a populated area. The lead element directly informed his wing man and the MD520MG to proceed over theborderline of Mangal and with no hesitation decided to abort the mission. The flight then headed back to Hqs 4SFB for precautionary landing and landed at about 0950H. Immediately, the pilots and crew conducted inspection on both aircrafts.Action Taken:",,,,,,,,"At about 1550H same day, the flight took back to EAAB, Zamboanga City and arrived at about 1615H"
18179,WESTMINCOM ,REGION IX,BASILAN ,APPREHENSION,WESTMINCOM ,WMC-1507-05 ,15 Jul 2012,"On 121200 Jul 2012, Combined eloements of HSSAB, 53SAC, 54SAC, AKG, 9RCIDG, led by PS/INSP MELCHOR BUAQUEN  conducted road interdiction operations at Brgy Cabunbata, Isabela City, BP which resulted to the arrest of a ASG member under  ASG leader Isnilon Hapilon. Enemy Side:",Apprehended ASG Jumlie Orie Manjuri Salam Jumli,,,,,,"Said ASG member have standing warrant of arrest docketed at criminal case number 398-3 for kidnapping with frustrated murder issued by Judge Allen R Abubakar of Jolo RTC, Branch 3 and criminal case Number 4768-2078 for kidnapping and serious illegal detention issued by Judge Leo Jay Principe of Isabela RTC. ","Said ASG member is now under the custody  of CIDG in Camp Batalla, R. T. Lim Blvd, Zamboanga City for proper interview and proper filing of cases."
18195,WESTMINCOM ,REGION IX,BASILAN ,APPREHENSION,WESTMINCOM ,WMC-1807-01 ,18 Jul 2012,"On 180245 Jul 2012, Joint elements composed of intel operatives of 32IB led by CPT OLARTE together with R2-PRO9 led by PCI APANA and Lamitan City Police Station led by PSI KENNETH L BALISANG served the warrant of arrest to a certain Hadjer Arasani @ Injing Jiiking, member of Abu Sayyap Group (ASG) under criminal case number 315-3 for kidnapping at Brgy Tandong Ahas, Lamitan City, BP. Enemy Side:",Apprehended ASG Hadjer Arasani Injing/Juking,,,,,,"Said person is a suspect for multiple serious illegal detention on the member of Jehovah's Witnesses at Patikul, Sulu, and was also involved in the incident at Brgy Recodo, Zamboanga City wherein, one of the elements of SAF, PNP PNP was killed in action.",Suspect was transported to Zamboanga City and subsequently brought to Hall of Justice for proper disposition and documentation.
18207,WESTMINCOM ,REGION IX,BASILAN ,ENCOUNTER,1ID ,1DC-2007-3899-2012 ,20 Jul 2012,"On 201355 Jul 2012, joint elements composed of one (1) team from SOTF-B under CPT SAGERSANTI C ESTRADA (INF) PA, Intel Officer SOTF-B and SCAAs from TARBIDC encountered MOL twenty (20) fully armed men believed to be ASG/LLE at 51N UH 970192 boundary of Bgy Sapah Bulak and Bgy Upper Cabengbeng, both of Sumisip, BP. Identified among the armed group were Kirun TAMPURI; Botong ALIMAN and Ahmad ALIMAN.Other Details:",,,,,,,"A walk in information reported the presence of said armed group and after validation of said report, immediately, CO 16MICO relayed to S3, JTF-B for appropriate action which resulted to the said encounter.","Comdr, SOTF-B and his operation officer immediately coordinated with Commander JTF-B for standby alert and ready on call of 105 Howitzer, UH-1H and MG520 for CAS/CASEVAC then directed CO, 4SRB for possible reinforcement.                                "
18213,WESTMINCOM ,REGION IX,BASILAN ,ENCOUNTER,WESTMINCOM ,WMC2207-01 ,22 Jul 2012,"Progress Report to Journal Nr. 18210  dtd 21 July 2012 re  enc at Cabengbeng, Sumusip, BPAction Taken:",,,,,,,,"After the search, a certain Samir Abdussalan arrived claiming that he owns the house that was searched. When confronted regarding the  presence of the firearms inside his house, he said that he does not own any fire arms. He told the troops that he suddenly heard numerous gunfire's. Later, they saw a group of armed men rushing towards their village coming from the direction of Brgy Upper Cabengbeng . This prompted the residents to flee the area for fear that they might be caught in crossfire if the gun battle will ensued in their village between the pursuing gov't troops and the armed men. When the fire fight subsided, the residents decided to return to their village. Right after, another person, a certain Musad Ustalan arrived claiming that he is a CAFGU detailed at Phil-Army Det. He also claimed that the garrand rifle is his issued FA and he owns the house where it was found. JTF-B Staffs coordinated/liaised with H4SFBn and Phil-Am Detachment and it was confirmed that Musad Ustalan is indeed a CAFGU of Phil-Am Det. Meanwhile coordination's  has also been made with CAFGUs of Phil-Am Det and TARBIDC SCAAs regarding the identity of Samir Abdussalan. They couched for the innocence of  said person. According to them, they knew personally Samir Abdussalnan and he is just a plain farmer. Musad Ustalan was later confirmed to be an active CAFGU stationed at Phil-Am Det, Brgy Bohe Pahu, Ungkaya Pukan under the 20SFC. Meanwhile, Samir Abdussalan was also confirmed to be a plain farmer and is not in anyway affiliated to any lawless group. Further,ore, it was also found out that FAs that were recovered in his house were not his. Both person have no criminal records nor pending warrants of arrest  as per research done by the apprehending unit. CAA Musad Ustalan and Samir Abdussalan wer brought back to their respective residences by 1Lt acar pa eX-o, 4srbN"
18225,WESTMINCOM ,REGION IX,BASILAN ,HARASSMENT,1ID ,1DC2507-3958-2012 ,26 Jul 2012,"On 251055 Jul 2012, Joint element from SOTF-B under CPT SAGERSANTI C ESTRADA (INF) PA, SOTF-B and SCAA from TARBIDC were harassed at their  temporary patrol base at vicinity Brgy upper Cabengbeng, Sumisip, BP by MOL 20 armed men believed to be ASG/LE under unknown commander. Fire fight lasted for about 10 minutes, after which, the enemy withdrew towards North direction. Negative casualty reported on the gov't side while undet on the enemy side.Action Taken:",,,,,,,,Troops of 20SFC under CPT ARIES P QUINTO PA were alerted for possible reinforcement. JTF-B coordinated with HHq for the possible deployment of air assets for CAS.
