Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
13652,NCRCOM ,NCR,METRO MANILA  ,APPREHENSION,ISAFP ,MIG9 DTD 05 MAY 11 ,06 May 2011,"On 05 May 2011, joint elements of ISAFP, NISF and CIDG Quezon City apprehended ASG member Imam ARABANI @ JAKIRAN infront of the Pacific Tower, Global City, Taguig, Metro Manila. Subject has pending WOA docketed in CC #3674-1187 and 3537-1129 issued by honorable Judge Danilo M Buccoy of Branch 2, 9th RTC, Isabela City, Basilan for murder and serious Illegal Detention.  @ JAKIRAN is a native of Pilas Island, Lantawan, Basilan and was a former MILF turned ASG in 1994.  Subject was involved in Ipil Siege in 1995; Lamitan Siege in 2001; and Tumahubong kidnapping in Sumisip, Basilan on 20 March 2000.Enemy Side:", Apprehended  Imam Arabani @ JAKIRAN,,,,,,,
13700,NCRCOM ,NCR,METRO MANILA  ,APPREHENSION,PNP ,PNP-NOC 050911-02 ,09 May 2011,"On 081146 May 2011, joint elements of PNP-IG and NCRPO (RPSB, RID) arrested KIRIH HAMID SAHIRUN @ ASDATUL SAHIRUN @ Abu Nawas at Robinson Place, Ermita, Manila by virtue of Warrant of Arrest with CC Nos. 4574, 4575, 4576, 4577, 4578, 4579, 4580, 4581, and 4582 issued by Hon Judge Leo Jay T Principe of 9th Judicial Region, RTC Basilan Branch 1 dtd Jul 26, 2007. Subject person is one of the Most Wanted Terrorist in the Philippines with three million three hundred thousand pesos (Php 3,300,000.00) reward for his arrest as per DND-DILG Joint Order no. 473-8; and a member of Lawless MILF Group (LMG/ASG) responsible in the killing of fourteen (14) members of Philippine Marines, ten (10) of whom were beheaded and mutilated, seriously wounding of twelve (12) others and attempt on the lives of one hundred thirty three (133) others comprising of military officials and enlisted personnel of the Philippine Marines. The arrested suspect is presently detained at RPIOU Detention Cell, NCRPO, Camp Bagong Diwa, Bicutan, Taguig City pending the return of the Warrant of Arrest to the court of origin and issuance of commitment order to the BJMP.Enemy Side:", KIRIH HAMID  SAHIRUN @ ASDATUL SAHIRUN ,,,,,,,Progress report to follow.
13716,EASTMINCOM ,ARMM,BASILAN ,APPREHENSION,PNP ,SPOT REPORT FM 09 DTD MAY 2011 ,11 May 2011,"On 09 May 2011, joint elements led PSI RAYMUND A TRAIN of PNP-SAF, PCTC, DIPO-WMm NISG-WM and WMRFO MARCC Basilan, in coordination with JSOTF-Basilan conducted law enforcement operations at the vicinity of Brgy San Rafael, Isabel City that resulted to the arrest o fASG member identified as Abdurahman Annan Andang @ABU NAS/SEN.Enemy Side:", Apprehended/ Abdurahman Annan Andang @ABUS NAS/SEN,,,,,,"Subject ASG member has a standing Warrant of Arrest docketed at CC# 3608-1164, 3811-1165, 3537-1129 and 3674-1187 for Kidnapping and Serious Illegal Detention issued by Hon. Judge Danilo Buccoy of Branch 2 RTC 9th Judicial Region Isabela City, Basilan Province.",
13660,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR  ,APPREHENSION,ISAFP ,MIG9 DTD 06 MAY 2011 ,07 May 2011,"On 062045 May 2011, joint elements of MIG9, MIG21, MIG24, NISG-WM, MARCC, TFZ and ZCPO led by MAJ FABIC PA apprehended ASG member Jerry Jubain @ JAY during the conduct of check point operation in front of Talon-talon National High School, Brgy Talon-talon, Zamboanga City.Enemy Side:", Apprehended/ Jerry Jubain @ JAY,,,,,Recovered/1 - Fragmentation grenade/1 - Black XRM motorcycle/2 - Cellphones,a. @JAY is an ASG-UTG and KFR member operating in Basilan and Zamboanga City./b. Subject was on his way to Brgy Ayala to conduct liquidation of PNP personnel and surveillance of prospective target for kidnapping when apprehended.,Captured ASG member was brought to HMIG9 for custodial debriefing and proper disposition.
13718,WESTMINCOM ,ARMM,SULU  ,HARASSMENT,WESTMINCOM ,SPEED SHEET NR 05-004 DTD 10 MAY 2011 ,11 May 2011,"On 10 May 2011, elements of 30MC MBLT10 manning Tiis Detachment, Brgy Tiis, Talipao, Sulu was attacked/harrased by undet nr of ASG/RMG led by Ustadz Mahmur (LNU). Reportedly, skirmishes lasted for almost ten (10) minutes that resulted to three (3) WIA on the govt side who were identified as 2LT ARETA PN(M), Ssg Baltazar PN(M) and Pfc Velasco while undet nr of casualties on the enemy side who withdrew towards unknown direction.Government Side:",,WIA Ssg Reyne A Baltazar 806685  Pfc Edmil N Velasco 876326  Pfc Jerry B  Fiesta 873985  Pvt Reginald S Dangani 886388  Pfc Romel C Lindio 884005 ,,,,,,
13751,WESTMINCOM ,ARMM,SULU ,HARASSMENT,WESTMINCOM ,DOB EXECUTIVE SUMMARY ,13 May 2011,"Progress Report to Journal Item Nr: 13718 dtd 10 May 2011, re-harassment of elements of 30MC, MBLT10 under 1LT ALVIN C J BAZAR PN(M) aboard 30MC PB  against MOL 20 perpetrators at Brgy Tiis, Talipao, Sulu on 102015 May 2011.Other Details:",,,,,,,"a. On or about 102145H May 2011, elements of MBLT10 dispatched one (1) Ptln from HSC/10MC aboard BNHQs led by CPT MICHAEL O CABUGAN PN(M) and conducted Tank-Inf opns from Talipao MSR to 2MBde , Sitio Bayug, Brgy Samak. MBLT10 with 63FRC and G2 pers conducted Tank-Inf towards Brgy Tiis to pick-up the wounded pers. The troops with the wounded pers departed Brgy Tiis and arrived H2MBde OOA 110130H May 2011. The wounded pers were given medical assessment by US counterparts, afterwhich, were medevac to Trauma Center, KHTB, Bus-bus, Jolo, Sulu on 110200H May 2011. b. On or about 110230H May 2011, the five (5) WIA were admitted at Trauma Hospital and undergone X-ray Examination resulted in minor flesh wounds and need not to be evacuated to CNGH, Zamboanga City. c. IRS that MNLF Comdr Nidzme Jaabar of Brgy Talipao Proper, Edang Susukan of Brgy Binuang, Dadung (LNU) and Munib Sariol both of Brgy Niog Sangahan, Talipao, Sulu were identified as the four (4) among the MOL 20 perpatrators in the recent harassments at 30MC Patrol Base at Brgy Tiis. Edang Susukan is a brother of late ASG ldr Mujib Susukan while Dadung and Munib Sariol were known MNLF members in the area and who were among the perpetrators in the previous unit harassment incident last 17 Apr 2011.",
13798,WESTMINCOM ,ARMM,SULU ,HARASSMENT,NOC ,DOB-EXECUTIVE REPORT ,15 May 2011,"On 131125 May 2011, a short burst of M16 rifle followed by two (2) rounds of M203 GL were fired by suspected ASG members at Headquarters 25MC, MBLT5 situated at Brgy Tugas, Patikul, SUlu coming from the SE direction. Two (2) rounds of M203 landed outside the perimeter but only one exploded. Immediately, after GQ was sounded, elements of 25MC slectively returned fire towards the suspected enemy position but there were no other fire from the enemy. No casualties were reported on the Gov`t side.",,,,,,,,
13829,WESTMINCOM ,ARMM,BASILAN  ,AMBUSH,WESTMINCOM ,SPEED SHEET # 05-009 ,18 May 2011,"On 181000 May 2011, a certain Boy Hasim, formerly member of of the Philippine Army was ambushed by armed men believed to be ASG members belonging to the group of Merang Abante at Sitio Kapigihan, Brgy Kapayawan, Isabela City, Basilan. Civilian Side:",,,Wounded/  Boy Hasim,,,,"a. The victim suffered multiple gunshot wounds on the different parts of his body and was rushed  to nearest hospital. b. Accordingly, a certain Utik Mohammad and Adja Monasser and five(5) others (unidentified) are responsible in the said ambushcade.  c. Further disclosed that the victim (Boy Hasim) who testified against Merang Abante for the latter`s allegedly association with the ASG.",
13830,WESTMINCOM ,ARMM,BASILAN  ,ENCOUNTER,WESTMINCOM ,SPEED SHEET # 05-010 ,18 May 2011,"On 181610 May 2011, two (2) combat groups of 14SRC composed of three (3) officers and forty five (45) EP under CPT MONTENOR PA while on combat operation encountered MOL thirty (30) ASG at vic Brgy Libug, Sumisip, Basilan Province. Firefight lasted for forty five (45) minutes.Government Side:",,KIA/Pfc Arnel Conchas (Inf) PA   ,,,,,Pfc Arnel R Conchas 851607 (Inf) PA was wounded during the encounter and subsequently expired at about 2010H same day during extrication by foot towards Libug MSR.,
13861,WESTMINCOM ,ARMM,BASILAN ,ENCOUNTER,WESTMINCOM ,WMC-2005-01 ,20 May 2011,"Progress Report to Journal Item Nr: 13830 dtd 19  May 11, re two (2) combat groups of 14SRC composed of three (3) officers and forty five (45) EP under CPT MONTENOR PA while on combat operation encountered MOL thirty (30) ASG at vic Brgy Libug, Sumisip, Basilan Province on 181610 May 11.Firearms Gains:",,,,Recovered/2 - Shotguns (sn:  ),,Recovered/1 - combat pack/1 - Cellphone with sim card/1 - Power saw/1 - Garand ammo/  - IDs and documents,"At about 1715H of same day, one (1) combat group of 14SRC under 2LT PATERES PA intercepted and apprehended four (4) civ (3-male & 1 female) while enroute to the encounter site. While one (1) combat group of 12SRC under 1LT DACQUEL PA linked up with one (1) combat group of 14SRC under 2LT PATERES PA at Sitio Wan-el, Brgy Libug, Sumisip, Basilan, Province to facilitate the evacuation of Pfc Arnel Canchas (Inf) PA. ","At about 2045H of same day, The cadaver of Pfc Canchas PA was airlifted by two (2) UH-1H heli and proceeded towards Zamboanga City for proper disposition."
