Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
EMC02162,EASTMINCOM ,1,1 ,1,PRO 13 ,DTD  28 FEB 2012 ,27 Feb 2012,"On 271130 Feb 2012,  On or about 271130 February 2012, at Purok 3, Brgy Katipunan, Bayugan City, Agusan del Sur, one (1) unit Ten wheeler Cargo Trucks color green bearing with plate number RBZ-157 and one (1) unit Fuzo wing Van truck, color light blue bearing plate number RKK 971 were burned by more or less ten (10) fully armed CNN believed to be member under GF 8 led by aka Malic. Said trucks were registered to Hon Rodulfo Saday Bornez, 54 yrs old, married, Brgy Chairman of Brgy Anielagan, San Luis, Agusan del Sur. Initial investigation conducted by PNP elements of Bayugan CPS revealed that both vehicle were traveling from Brgy Anislagan, San Luis, Agusan del Sur heading towards Brgy Marcelina, Bayugan City and upon reaching at Brgy Marcelina, both vehicle were allegedly flagged down by the suspects and drivers were forced to  step down from their driven vehicles, thereafter, one of the suspects poured, gasoline on the hoods of both trucks and then lighted it resulting in the partial damage to the vehicles after the incident the suspects fled towards the mountainous area of the said place. Estimated total cost of damage as more or less three Hundred Thousand Pesos (Php 3000.00)",,,,,,,,
16465,WESTMINCOM ,ARMM,SULU ,HARASSMENT,WESTMINCOM ,WMC- 0102-03 ,01 Feb 2012,"On 011520 Feb 2012, 111MC, MBLT11 manning Camp Baladad at Tubig Magtuh, Brgy Panglayahan, Patikul, Sulu was harassed by sniper fire by undet number of suspected elements of  the ASG. Sniper fire was observe coming from North West direction (approx 280 degrees 150 meters) of the Camp. The incident resulted to negative casualty on government side while undet on enemy side.Action Taken:",,,,,,,,"Pers manning Camp Baladad retaliated and returned fire at EN location and after which, conducted fire msn of one (1) RD of 60mm mortar and retaliatory fire ended at about 1540H."
16469,WESTMINCOM ,ARMM,SULU ,BOMB RUN,WESTMINCOM ,WMC-0202-02 ,02 Feb 2012,"On 020142 Feb 2012,  two (2) OV-10 aircraft took off Hqs 3rd Air Div EAAB, Zamboanga City and conducted bomb run mission at suspected enemy encampments believed to be ASG/JI in Brgy Duyan Kabao, Indanan, Sulu. The bobmb run mission completed at about 0310H same day.",,,,,,,,
16470,WESTMINCOM ,ARMM,SULU ,BOMB RUN,WESTMINCOM ,WMC-0202-03 ,02 Feb 2012,"Progress Report to Journal Nr. 16469 dtd 02 Feb 2012, re  bomb run at Brgy Duyan Kabao, Indanan, Sulu on 02 Feb 2012.On 02020142 Feb 2012,  two (2) OV-10 aircraft took off Hqs 3rd Air Div EAAB, Zamboanga City and conducted bomb run mission at suspected enemy encampments believed to be ASG/JI in Brgy Duyan Kabao, Indanan, Sulu. The bomb run mission completed at about 0310H same day. Fifteen (15) ASG and JI members were killed in a deliberate joint operation in Brgy Duyan Kabao, Indanan, Sulu.",ASG/JI BC (Body Count) /Killed/ASG/JI Zulkipli Bin Abdul Hir Marwan/Ibrahim/ASG/JI Muhamda Ali Muawiya/Anjaja/ASG/JI Gumbahali Jumdail Dr Abu,,,,,,The joinh operation was baed on the reported presence of terrorists (ASG and JI personalities) in the aforementioned area as part of the continuous effort to enforce the all out justice operation of the government since 30 October 2011 that resulted to the death of three (3) ASG members in Sulu.,"Troops of MBLT2 assisted Sulu Gov Sakur Tan and Parang Mayor Loong, together with other local officials in providing necessary assistance to those affected in the law enforcement operation while PNP SOCO team were dispatched to identify the other remains of the enemy killed in the said operation."
16496,WESTMINCOM ,REGION IX,BASILAN ,ENCOUNTER,WESTMINCOM ,WMC-050201 ,05 Feb 2012,"On 040845 Feb 2012, one (1) tm of 11SRC, 4SRBN composed of one (1) Offr and seven (7) EP under 1LT RATERTA JR PA on board KM250 truck while enroute to resupply and troops at  Brgy Bohe-Suyak, Tipo-Tipo, Basilan who were securing the ongoing construction of Bohe Pahu - Amaloy road, were chanced upon two (2) suspicious person riding on two (2) motorcycles. The troops then immediately disembarked to accost said person and while in process of accosting said personalities, the duo ran towards the group of  MOL seven (7) armed men at Brgy Sungkayot, Ungkaya Pukan, BP were the encounter took place. Firefight lasted for three (3) minutes after which the enemy withdrew towards SE direction. Traces of bloodstains were discovered at the enemy route of withdrawal. The duo was identified as ASG member -@ABUSAAD and @AJID AJIHAD. The incident resulted to negative casualty on government side while undet on enemy side.Items Recovered / Loss: ",,,,,,Recovered/1 - cellular phone w/ sim card/2 - motorcycles and personal belongings,,"a. At about 0900H same day, one (1) tm of 11SRC under 1LT ROBLES PA and one (1) tm of HHC led by Sgt Acibron PA onboard one (1) KM250 truck back-up with two (2) AV of 14LAC, 1LAB proceeded to the encounter site to respond to the situation and reinforce the engaged troops under 1LT RATERTA PA. Saids troops arrived at about 0905H same day.b. At about 0945H same day, troops left the area and linked-up with one (1) sec of 11SRC led by Sgt Bering PA at  Brgy Bohe-Suyak, Tipo-Tipo, Basilan.c. At about 1020H same day troops under 1LT RATERTA with one (1) tm from HHC and two (2) AV's left the area and returned to H4SRB at So Camalig,  Brgy Bohe-Suyak, Tipo-Tipo, Basilan and arrived thereat at about 1030H same day."
16565,WESTMINCOM ,REGION IX,ZAMBOANGA ,APPREHENSION,WESTMINCOM ,WMC-1502-04 ,15 Feb 2012,"On 141845 Feb 2012, joint operations conducted by 3AD, CIDG, W2, 530ABW, 304 AISS, 722ND SOS, 720TH SOG, apprehended ASG sub-leader Jeron Jehiri @ Black Tungkang in Magay Public Market, Zamboanga City.Enemy Side:",Apprehended/ASG Jeron Jehiri @ Black Tungkang,,,,,,"Jeron Jehiri @ Black Tungkang was arrested by virtue of warrant of arrest issued by presiding judge Toribio E Ilao Jr of branch 226, Pasig City CC# -H A to E (6 counts) for Kidnapping and Serious Illegal Detention with Ransom and with no bail recommeded.",
16594,WESTMINCOM ,ARMM,BASILAN PROVINCE ,ARREST,WESTMIINCOM ,WMC- 2102-01 ,21 Feb 2012,"On 210140 Feb 2012, In coordination with Joint Task Force Zambas headed by Police Director FELICISIMO V KHU JR, CEO Vl, joint elements of DIPO-WM, Zambo Sat- O, PRO9, NISG-WM, PCPT and PNP-SAF Seaborne arrested a certain Abdulapattah Ismael @ Pattah Hamjak at Brgy Riverside, Isabela City, Basilan Provivce.Enemy Side:",Apprehended/ASG member Abdulapattah   Ismael Pattah Hamjak,,,,,,"Subject is covered with several Warrant of Arrest for Multiple Murder with Multiple Frustrated Murder docketed under criminal case numbers: 4574-1656,45754657,4577-1658,4581-1659,4597-1668,4576-1976,4578-1068,1579-1069,4580-1070,4582-1071,4595-1978 and 4598-1079 issued by Presiding Judge Leo Jay T Principe of RTC Basilan for his involvement in 2007 beheading of the Philippine Marines during an ambush/encounter with the combined ASG and MILF elements in Sitio Papuh, Brgy Tampat, Albarka, Basilan Province. The ambush/encounter started when the Philippine Marine element was verifying a report that a kidnapped victim Italian Priest Giancario Dure Bossi who was kidnapped in Payao, Zamboanga Sibugay was in the area. The encounter resulted to fourteen (14) KIA, ten (10) of which were beheaded and twelve (12) WIA on the government side. Subject was also the planner in incursion of 2009 Basilan Jail Break to rescue Dan Aswani @ Hadji Dan Laksaw Deputy Commander of the 114th MILF at Basilan Provincail Jail in 2009. Said ASG is presently at 9RCIDG Office for booking and proper documentation.",
EMC02162,WESTMINCOM ,CARAGA,AGUSAN DEL SUR ,ARSON,PRO 13 ,DTD  28 FEB 2012 ,27 Feb 2012,"On 271130 Feb 2012,  On or about 271130 February 2012, at Purok 3, Brgy Katipunan, Bayugan City, Agusan del Sur, one (1) unit Ten wheeler Cargo Trucks color green bearing with plate number RBZ-157 and one (1) unit Fuzo wing Van truck, color light blue bearing plate number RKK 971 were burned by more or less ten (10) fully armed CNN believed to be member under GF 8 led by aka Malic. Said trucks were registered to Hon Rodulfo Saday Bornez, 54 yrs old, married, Brgy Chairman of Brgy Anielagan, San Luis, Agusan del Sur. Initial investigation conducted by PNP elements of Bayugan CPS revealed that both vehicle were traveling from Brgy Anislagan, San Luis, Agusan del Sur heading towards Brgy Marcelina, Bayugan City and upon reaching at Brgy Marcelina, both vehicle were allegedly flagged down by the suspects and drivers were forced to  step down from their driven vehicles, thereafter, one of the suspects poured, gasoline on the hoods of both trucks and then lighted it resulting in the partial damage to the vehicles after the incident the suspects fled towards the mountainous area of the said place. Estimated total cost of damage as more or less three Hundred Thousand Pesos (Php 3000.00)",,,,,,,,
EMC02098,EASTMINCOM ,ARMM,MAGUINDANAO ,RECOVERY OF IED,JTFK ,MEMORANDUM FM JTFK ,18 Feb 2012,"On 120415 Feb 2012, JTF “KUTAWATO” received information sometime last month disclosed that a rogue MILF (SOG) is planning to rig an IED out a 105MM howitzer projectile to assassinate a politician. JTFK launched an intelligence operation to negate and neutralize this plan by tasking a civilian Special recovery team (SRT) to look for this item and to take possession and control. In the morning of February 11, 2012 , information was received that SRT has taken control of one projectile of a 105MM Howitzer and a cartridge of an 81mm HE Mortar.  ",,,,,,,"The technical Evaluation submitted by EOD, JTFK disclosed that the said IED is capable to detonate when initiated although the blasting cap is missing in this particular IED believed to be intentionally disconnected by the bomb maker for safety purposes during its transport and to be connected later to the main charge upon arrival to its final destination or target. The recovered components were initially brought to Guindulungan MPS for documentation and finally to the Headquarters of JTFK in Cotabato City for safekeeping and disposition. Had it not for the timely reaction of JTFK, said IED could have been transported to its final destination and target and could have inflicted casualties and damages to property.",
16542,WESTMINCOM ,ARMM,LANAO DEL SUR ,ABDUCTION,WESTMINCOM ,WMC-1102-03 ,10 Feb 2012,"On 100700 Feb 2012, a certain Sakrola “ Pro” Maruhum,  19 years old, youngest son of Brgy chairwoman Inday Pedi Datu of Brgy Mama-an, Piagapo, Lanao del Sur was abducted by MOL four hundred (400) MILF under Abdullah Macapaar @Bravo, Isa Bato, Idres Salindawan @Abu Hanip and Samad Bato @Souvenir at vic Brgy Mama-an, Piagapo, Lanao del Sur.Civilian Side:",,,"Abducted/ Sakrola ""pro"" Maruhum/Mr Rashid Amaigo/ Akmad Sarif/ Main Salik/ Hakim Esmael/ Ansari Gapor/ Minso Enday/ Aka Akraman",,,,"a. According to the witnesses, while the MILF group is conducting law enforcement activity in the area, Mr Maruhum and other civilians were forcibly taken by the group of @Bravo towards Brgy Gakap, Piagapo, Lanao del Sur. /b. Motive of the Incident: Mistaken identity and vengeance to the residents of Brgy Mama-an, Piagapo due to the recent ambush of MILF personalities perpetrated by some lawless elements of Piagapo",Intel operatives of 103Bde were tasked to monitor the whereabouts of the perpetrators.  LAWLESS ELEMENTS:
