Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
EMC06183,EASTMINCOM ,REGION 13 (CARAGA,AGUSAN DEL SUR ,HARASSMENT,4ID ,OPNS 2606-1038-12 ,26 Jun 2012,"On 260700 Jun 2012, CAA PB La Fortuna of Charlie Coy, 23IB under Cpl Arosal A Lagayan (Inf) PA located at the vicinity of Brgy La Fortuna, Veruela, Agusan del Sur was fired upon by more or less ten (10) fully armed NPAs believed to be members of GF3, SMRC who positioned themselves at the west portion, five hundred (500) meters away from the PB. Sentinel on duty immediately returned fire while the other CAAs occupied their respective defensive positions and retaliated against the enemy. Firefight ensued for almost three (3) minutes. Afterwhich, the enemy withdrew towards west direction.Other Details:",,,,,,,No government casualty and undetermined to enemy side.,Troops of said Patrol Base manned their respective sector of fire and observed the situation.
EMC06221,EASTMINCOM ,REGION 13 (CARAGA,AGUSAN DEL NORTE ,ENCOUNTER,DIPO EM ,SKYPE MESSAGE ,30 Jun 2012,"On 300800 Jun 2012, Joint operating personnel from Agusan del Norte Provincial Public Safety Company, 13th Regional Public Safety Battalion and 58IB, Philippine Army led by PINSP CHARLES JOAQUIN, while conducting combat operations thereat, encountered undetermined number of armed group believed to be members of CNN in Sitio Nakan-an, Brgy Sangay, Buenavista, Agusan  del Norte Firefight lasted for about thirty (30) minutes. Thereafter, pursuing personnel were then landmined by retreating CNN members resulting in the slight injury of PO1 ARIEL TALE of Agusan del Norte PPSC while undetermined number of casualty on the enemy side. ",,,,,,,,"Ongoing pursuit operation is being conducted by personnel from Agusan del Norte PPSC, 13th RPSB and 58IB, PA. Adjacent Municipal Police Stations were directed to conduct checkpoint/ chokepoint operations. Further, they were directed to intensify intelligence monitoring and check all nearest hospitals for persons confined with gunshot wounds. MILF:"
18030,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,ABDUCTION,WESTMINCOM ,WMC-0406-02 ,05 Jun 2012,"On 042015 Jun 2012, A certain Mr. Jham Fong and Mr. James Lu both Chines Nationals and residents of Brgy Pob, Kabasalan, ZSP were abducted by four (4) unidentified fully armed men, all clad in PNP uniforms. After which, withdrew towards Brgy Canacan, Kabasalan, ZSP bringing along the abducted Chinese National. Progress report to follow.Civilian Side:",,,Abducted Mr Jham Fong Mr James Lu LAWLESS ELEMENTS:,,,,,
EMC06012,EASTMINCOM ,REGION XI,DAVAO DEL SUR ,RAID,10ID ,10ID3-TOC-0206-167-12 ,02 Jun 2012,"On 020500 Jun 2012, Joint elements of TG Mulawin and PNP composed of 1 team from Scout Pltn/73IB led by 2LT CAPISANAN and 1 team from 102nd DRC led by 1LT MENESES under TG Mulawin and Davao del Sur PPO led by PSUPT MANIBOG, Intel officer DSPPO recovered 2 RPG launcher (homemade) with 2 live ammunitions, 1 Barrett (homemade) with 13 live ammunitions, and 3 cellphones during the conduct of raid at vic GC 51 NYH 862121 Barangay Fishing Village, Malita, DDS. Other Details:",,,,,,,"Accordingly, the combine elements of TG Mulawin and Davao del Sur PPO conducted raid that resulted to the apprehension of a certain Abu Shahid Abdulla in his house located at vic GC 51 NYH 862121 Barangay Fishing Village, Malita, DDS after executive Judge Carmelita S Davin of Davao del Sur issued a search warrant 05-2012 and 06-2012. The subject is a suspected leader of lawless elements group operating in Malita and Sta Maria, all of Davao del Sur. ",The subject and recovered items are now in the custody of Davao del Sur PNP for documentation and appropriate filing of case. 
EMC06064,EASTMINCOM ,X,MISAMIS ORIENTAL ,APPREHENSION,4ID ,OPNS 0806-  948- 2012 ,09 Jun 2012,"On 061230 Jun 2012, A section of “C” Coy, 58IB under 2LT JOEMAR D ZULUETA (INF) PA while conducting checkpoint operations chanced upon two (2) passenger single motorcycles (locally known as habal-habal) hardly going uphill at Sitio Damulay, Brgy Umagos, Lagonglong, Misamis Oriental (51P YK 004739). The motorcycles were loaded with three (3) sacks of rice; one (1) cartoon of sardines and two (2) sacks of assorted goods. The drivers identified as a certain Rico Dablo and a certain Longino Alba were both residents of same barangay. When asked who were the owner of the goods they were transporting, the drivers claimed that they do not know the identity of the person that hired and paid them. Both claimed that they were merely instructed to bring the goods near the house of a certain Tata Arquita in Sitio Roa-roa of same barangay. Sensing irregularity, 2LT ZULUETA immediately reported the matter to CO, “C” COY, 1LT NOWEL ODIHAR B TOMINIO (INF) PA who in turn relayed same to ACO, 58IB by phone. CO, CCOY was advised to ask the drivers to drive the motorcycles with their respective loads to Lagonglong Municipal PNP Station (MPS) for further inquiry. When no owner can be positively identified, 1LT TOMINIO facilitated to docket at the PNP blotter that the goods being transported were suspected to be stolen. Same were appropriately turned-over to the PNP station for safekeeping and proper disposition.  ",,,,,,," Result:  Confiscation of the following foodstuffs:/Three (3) sacks of rice/One (1) cartoon of sardines/Two (2) sacks of assorted goods./ Other details:/a. OOA 161600 June 2012, troops of 2LT ZULUETA verified the suspected delivery location of assorted foodstuffs at 51PYK 006 744 Sitio Roa-roa of same barangay and discovered freshly abandoned harbor area that can accommodate MOL twenty (20) persons. /b. The goods being transported by the two (2) motorcycles were most likely intended for the NPA that harbored in the area and could have hastily displaced the site because of the incident. ",Troops continued clearing other NPA frequented areas along its axis of advance. 
EMC06113,EASTMINCOM ,REGION 11,COMVAL VALLEY PROV ,APPREHENSION,10ID ,10ID3-TOC-1606-126-12 ,16 Jun 2012,"On 160800 Jun 2012, one squad from 66IB led by Cpl Joel A Peñalber (Inf) PA while on checkpoint operations intercepted assorted bomb paraphernalia and apprehension of the suspects at Purok 1, Brgy Andap, New Bataan, CVP.  Accordingly, the troops of 66IB conducting checkpoint operations in relation to the landmining incident that transpired on 152300H Jun 12 were able to intercept 2- kilograms of ammonium phosphate, 12- blasting caps and 84 - feet red tie safety fuse detonating cord from the possession of the following personalities namely: Herald Baugto, Junvin Fernandez, Mody Linda-an, Danilo Maunda, Arnesto Bagbag, and Darwin Montella onboard in one (1) Honda TMX motorcycle (known as habal-habal) without plate number at Purok 1, Brgy Andap, New Bataan, CVP.",,,Apprehended/ Herald  Baugto/ Junvin  Fernandez/ Mody  Linda-an/ Danilo  Maunda/ Arnesto  Bagbag/ Darwin  Montella,,,Confiscated/1 - Honda TMX motorcycle/2 - Kilograms of ammonium phosphate/12 - Blasting caps/84 - Feet red tie,,"The apprehended suspects and recovered items were immediately turned-over to PNP New Bataan, CVP for proper disposition and filing of appropriate charges. "
EMC06135,EASTMINCOM ,ARMM,MAGUINDANAO ,STRAFING,6ID ,6DTOC-2006-367-2012   ,20 Jun 2012,"On 191130 Jun 2012, a certain Jerick Lali and Joel Dacan, both residents of Hill 224, So Kyamco, Brgy Maitumaeg, Datu Unsay, Maguindanao arrived at  Forward Operational Base (FOB) Hill 224 and reported to Sgt Rosario (Inf) PA, Tm Sgt, SFTM 1201 regarding the strafing incident that transpired at a water point located in their farm. Accordingly, the two civilians have seen (an estimated 500 meters away from their position) two (2) fully armed men believed to be BIFF members pointing their guns towards them and then heard one (1) gun shot while they were fetching potable water at a water point near their farm which prompted them to run and find for a cover. The location of the incident is approximately 500 meters away from FOB Hill 224. The same armed men were also seen and the gun shot heard by a certain Jhonny Dilagan, Erwin Ignacio and Community Security Volunteer (CSV) Jovi Ulama, all residents of Hill 224 who were also at the vicinity while they were cooking their lunch in their farm which also prompted them to run and vacate the area and also reported the incident to Sgt Rosario (Inf) PA. The involved civilians were not hurt by the said incident, however, they left their farming tools in their farms. For information. ",,,,,,,,
EMC06136,EASTMINCOM ,REGION 11,DAVAO DEL SUR ,AMBUSH,"CHIEF, COC ","TXT MSG CHIEF, COC ",20 Jun 2012,"On 201320 Jun 2012, Initial fm 10ID informed that PO2 Rey Tonzo of DSPPSC & P/Supt Villamindo Hectin (Ret)-SMI Sec Consultant were ambushed AA 20 1320H Jun 12 by undet armed men in So Maclak, Brgy Kimlawis, Kiblawan, DDS. Named personality were wounded. Immediately Kiblawan MPS were displaced to investigate the incident. Prog asob.",,,,,,,,
EMC06138,EASTMINCOM ,REGION 11,DAVAO DEL SUR ,AMBUSH,10ID ,10ID3-TOC-2006-130-12 ,20 Jun 2012,"Progress Report from Journal Nr. Progress report to our cnr: EMCOC – 2006– 136– 12 dtd 6/20/2012On 201300 Jun 2012, On 201300 Jun 12, Four (4) PNP Kiblawan personnel were ambushed at vicinity 51N YH 3818 So Maklak, Kimlawis, Kiblawan, Davao del Sur. ",,,,,,,,One squad of JTF KITACO led by CPT GUMBILA and one section B/27IB led by 1LT JIMENEZ immediately responded to the crime scene. 
EMC06139,EASTMINCOM ,REGION 11,DAVAO DEL SUR ,ENCOUNTER,10ID ,10ID3-TOC-2006-196-12 ,20 Jun 2012,"On 201515 Jun 2012, One squad of JTF KITACO led by CPT GUMBILA while on their way to reinforce the PNP Personnel who were ambushed at So Maklak of same barangay  encounter undetermined number of armed men believed to be members of Daguil Capeon bandits group at vicinity 51NYH 36494 16595, Sitio Lapla, Brgy Kimlawis, Kiblawan, Davao Del Sur.Government Side:",,wia/CAA Ronaldo Templa  PA/CAA Memo Malanson  PA/CPT   GUMBILA   PA,,,,,,"CO, 27IB together with Bn S3 and one (1) pltn (-) scout jumped off Bn Hq, 27IB, Brgy Kablon, Tupi, South Cotabato and proceeded to the area to reinforce the engaged troops."
