Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
EMC11498,EASTMINCOM ,REGION 11,COMPOSTELA VALLEY ,DISCOVERY OF ENEMY CAMP,10ID ,10ID3-TOC-1211-483-12 ,12 Nov 2012,"On 121500 Nov 2012, Operating troops led by 2LT SANTIAGO (AGS) PA of “C” Coy while on combat operations discovered an enemy temporary encampment at Brgy Tagugpo, Pantukan, Comval Province.Said encampment can accommodate MOL 15-20 persons.  ",,,,,,,,Said troops are still on combat operations and scoured the area.
19166,WESTMINCOM ,ARMM,SULU ,ENCOUNTER,WESTMINCOM ,WMC-3110-03 ,31 Oct 2012,"Progress Report from Journal Nr. 19148 dtd 11/1/2012On 281300 Oct 2012, Addendum to Progress report from WESTMINCOM with ref nr:  WMC-3110-03 re encounter between the Government and combined forces of ASG Ldr Radullan Sahiron, ASG Sub Ldrs Juhurim Hussein and Mohammad Said Alias Ama Maas, Sawadjaan Group Ldrs Hatib Hajan and Jul Asman RMNLF Group under Tahil Sali at Sitio Baunoh Butong, Brgy Buhanginan finally ceased.",,,,,,,,First aid was immediately applied to the WIA's and subsequently brought to Trauma Hospital for proper medication/evaluation while the KIA's were brought to Zamboanga City for proper disposition.
19208,WESTMINCOM ,ARMM,BASILAN ,CAPTURED,WESTMINCOM ,1DC-OPN-1011-6244-2012 ,10 Nov 2012,"Progress Report from Journal Nr. 19206 dtd 11/11/2012 On 081810 Nov 2012, The true name of a certain Patik SAMSON is Amwan Listarul @Mohocon who was positively identified as a trusted close security of ASG leader Furuji Indama. Said group is believed to be involved in the series of killings and violence in Isabela and Lamitanm City. Like the killing of businessman Antonio Molintoc and two (2) others last 13 Sep 12; frustrated killing of Sgt Ferdinand F Ontolan PA of 4SRBn on 06 Sep 12; the killing of PO2 Shernan A Paris, both in in Isabela city, the ambush of three(3) 32IB personnel on 08 Oct 12 in Bohe Bessey, Lamitan City, the ambush of three (3) ECBn personnel at Tipo-tipo proper and other  killing and liquidation of military assets. The UTG is being headed by Musana Abdul Jamiri. Result: Recovery of two motorcycles. ",,,,,,Serviceable 1 - XRM 125 motorcycle,The XRM 125 motorcycle of Sgt Ontolan PA was recovered.,"The three (3)captives were transferred from Lamitan city jail to Basilan PPO 0n 100100 Nov 12 for inquest and was later transferred to Isabela City  for jail temporary custody. Security forces from JSOU, SAF and Basilan PPO are now guarding the the city jail. Custodial debriefing is also being undertaken for building up of more cases and for follow-operations. The captives were brought to Basilan Provincial Judge for the filing of appropriate charges of possession of deadly weapon and explosive, multiple murder, frustrated murder and carnapping."
19209,WESTMINCOM ,ARMM,BASILAN ,CAPTURED,1ID ,1DC OPN 1111-6255-2012 ,11 Nov 2012,Progress Report from Journal Nr. 19208 dtd 11/12/2012Items Recovered / Loss: ,,,,,,1 - Set of IED (Rifle Propelled Grenade) Serviceable 2 - XRM 125 motorcycle,"Recovered from the above mentioned personalities are two motorcycles consisting of two(2) unit 125 XRM Honda Motorcycle, both without plate number and pertinent documents. One (1) of the 125 XRM motorcycle was set an IED inside the U-Box, consisting of blasting cap, rifle propelled grenade without fuse and tail, nine (9) volt battery, battery connector, switch, light emitting diode (LED) resistor, colored white and black wire, motorcycle plate number with marking JQ 4776 and one color red short pant. Said IED was defused and recovered by SSg Armenio G Vallega (OS) PA and Cpl Michael C Esic (OS) PA of Sub-team Lamitan, 31EODT, 3EODD, EODBN, ASCOM, PA and was processed by personnel from the Basilan SOCO.   During the course of investigation at the LCPS, Hamid Damain claimed that the group will carry out an abduction/kidnap for ransom, targeting businessman Romeo Castillon, owner and proprietor of YAKAO COMMERCIAL, situated at the Old Public Market, Brgy Malinis Lamitan City. They will also set up of Improvised Explosive Devices (IED) within the city proper to avoid detection of their planned activity and divert the attention of the government forces.   After a thorough investigation conducted by JTF-B, other intelligence agencies and LCPS on the apprehended suspects, it was found out that suspect Patik SAMSON is also known as Pathy a.k.a. AMWAN SAPAO/AMWAN LISTARUL a.k.a. MOHOKON/MHOCKS is the right hand of ASG Sub-group Leader Furuji INDAMA. The subject was involved in the 2007 encounter and beheading of the Philippine Marines in Al-Barka, Basilan as seen in the video footage filmed by an asset of the AFP. Likewise, he was positively identified by members of the EMSB, 55EBde, PA as responsible for the ambush of their three (3) personnel on 051500 November 2012 at the junction of Barangays Bohe Pahu and Amaloy both of Ungkaya Pukan, Basilan which resulted to the death of Pfc Jalil Ahung PA and wounding Cpl Abdulnader Bakil and Cpl Jaime Dugasan PA.   On 10 November 2012, the three (3) suspects were brought at the Lamitan City Prosecutor’s Office based at Isabela City, Basilan for inquest under NPS nr XIV-03-INQ12K-0049 & 0050, for violation of R.A. # 8294 & 9516. The suspects are presently detained at Isabela City Jail, Basilan.  . ",
EMC11502,WESTMINCOM ,REGION 11,DAVAO DEL SUR ,ENCOUNTER,6ID ,6DTOC-0111-722-2012 ,13 Nov 2012,LAWLESS ELEMENTS:,,,,,,,,
19167,NOLCOM ,REGION III,TARLAC ,CONFISCATION OF FA/DEADLY WEAPONS,7ID ,7DTOC-01-11-12-0187 ,01 Nov 2012,"On 231100 Oct 2012, CPT GABOR, Bn Logistics Officer, 3rd Mech Inf Bn with one (1) squad under SMS Batallones PA, team of Engr Elmer M Bulaon of tourism office in the Provincial Government of Tarlac, Brgy officials of Brgy San Juliana headed by Brgy Councilor John C Dumulot and six (6) PNP personnel of PPSC, Tarlac while conducting Pulong-pulong at Sitio Alunan, Brgy Sta Juliana, Capas, Talac in connection with the sustainable tourism development project, a certain Jesus Manalo approach CPT GABOR and voluntarily presented and surrendered one (1) spring field rifle with four (4) ammunition.Firearms Gains:",,,,Confiscated 1 - Spring Field Rifle (sn: (Still being determined)),,4 - ammunitions for Spring Field ,,"The confiscated FA was brought to H3Mech Inf Bn for safe keeping prior turned over to PNP for proper disposition. Moreover, tribal officials and the Brgy Captain of Sta Juliana were informed regarding the confiscated spring field rifle."
19210,NOLCOM ,REGION I,ILOCOS NORTE ,SHOOTING,NOLCOM ,7DTOC-11-11-12-0189 ,11 Nov 2012,"Progress Report from Journal Nr. 19165 dtd 11/12/2012On 301940 Nov 2012,  Updates relative to the armed encounter at vicinity Brgy Cabuusan, Currimao, Ilocos Norte on 301940 October 2012. Information received from PNP Currimao states that they have already filed a case against the civilians who were involve during the encounter. Four (4) of them who surrendered to the PNP Station in Currimao were investigated by CIDG on 31 October 2012 while the other one (1) who was brought to the Hospital in Batac City will be investigated on Monday 12 November 2012. Cases already filed at the Prosecutors Office on 09 November 2012 in Batac City are as follows: Multiple Frustrated Homicide, thirteen (13) counts of direct assaults and resisting arrest.    ",,,,,,,,"a.  In coordination with PNP Currimao, 73rd MICO and Intel personnel of 81IB will also conduct investigation especially to a certain Mr Ronald Grande who was wounded during the encounter. b. Troops of 81IB were reminded to be extra alert for possible enemy retaliation. c.   Intel operatives of 81IB continuously monitoring other members of the group who are included in the watch list. "
19176,CENTCOM ,REGION VI,NEGROS OCCIDENTAL ,STRAFING,CENTCOM ,COC-2012-048 ,03 Nov 2012,"On 032140 Nov 2012, Temporary Patrol base of Charlie Coy ,47IB located at Brgy Yaoyao, Cauayan, NOC was strafed by undet number of lawless elements for a less than a minute. After which the enemy withdrew to unknown direction. No reported casualty on both sides.Action Taken:",,,,,,,,The troops are on the defense posture section while Narra Detachment was directed to established ambush position along the enemy route of withdrawal.
19179,WESTMINCOM ,ARMM,BASILAN ,AMBUSH,1ID ,1DC0511-6176-2012 ,05 Nov 2012,"On 051455 Nov 2012, three (3) personnel from EMSBN, 55EBde, PA were fired upon by three (3) unidentified armed men using M16 rifles while on their way going to Tipo-Tipo for marketing at vicinity Junction Amaloy, Brgy Bohe Pahu, Ungkaya Pukan, Basilan Province. Troops immediately returned fire which prompted the armed men to withdraw towards north east direction. Government Side:",,KIA PFC Jalil I Ahung 819075 PA WIA Cpl Abdulnader U Bakil 808196 PA Cpl Jaime J Dugasan 819641 PA,,,,,,"a. At about 1520H same day, troops of 4SRB proceeded to the ambush site to reinforce said troops. Same troops secured the vicinity and brought the two (2) WIA to H4SRB, So Camalig, Brgy Bohe Pahu, Ungkaya Pukan, Basilan for first aid treatment by elements of LCE HURRICANE, US Forces. b. At about 1628H same day, two (2) UH-1H aircraft took off EAAB, ZC for Basilan to pick up WIAs and arrived CNGH helipad, Zamboanga City at about 1717H. c. The KIA was turned over to his relatives and brought to his residence at Brgy Magkawah, Tipo-Tipo , BP for proper disposition."
19185,WESTMINCOM ,REGION IX,ZAMBOANGA DEL SUR ,SHOOTING,WESTMINCOM ,WMC- 0611-02 ,06 Nov 2012,"On 051800 Nov 2012, a certain CAA Jaime R Bustamante of Talon Talon Detachment , Brgy Talon Talon, Zamboanga City while inside his eatery in front of Talon talon Elementary School was shot and hit four times by two (2) unidentified gunmen using cal.45 pistol who afterwards fled towards unknown direction.Government Side:",,WIA CAA Jaime Bustamante  PA,,,,,,The victim was immediately brought to Zamboanga General Hospital for Medical treatment.Investigation is still being conducted by Tetuan PNP for PNP for possible arrest of the suspects.
