Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
EMC10111,EASTMINCOM ,1,1 ,HARASSMENT,4ID ,OPNS 2110-1727-2011 ,21 Oct 2011,"Progress Report from Journal Nr. Progress report to our cnr: EMCOC – 1810 – 095 – 11 dtd 10/21/2011On 180445 Oct 2011, re harassment to Mahaba Patrol Base of Charlie Company, 23IB with two (2) sections Alpha Company, 29IB under 2LT WARREN B CHING (INF) PA by more or less fifteen (15) fully armed CNN under @ MITCHIE of Platoon 8, GF19B, NEMRC on or about 180445 October 2011 which resulted to negative casualty on government side while undetermined on enemy side",,,,,, - One (1) battery pack of cell phone / - Sixteen (16) rounds empty shell for AK47 rifle/ - Eight (8) rounds empty shell for M14 rifle / - Eleven (11) rounds empty shell for M16 rifle/ - Two (2) firing pin of rifle grenade/ - One (1) empty box of rifle grenade/ - One (1) rubber cap of rifle grenade,Ammo expenditure: Cal 5.56mm M16 rifle – 894 rds; Cal 7.62mm M14 rifle – 245   rnds; Cal5.56mm K3 link – 530 rnds; Cal 7.62mm M60 LMG link – 350 rnds and M203 GL – 19 rds./ ,"                a. One (1) section of Alpha Company, 29IB under 2LT WARREN B CHING conducted clearing operations towards Sitio Palompon, Brgy Mahaba, Marihatag, SDS and returned PB at about 1200H without enemy engagement.    b. At about 1100H, one (1) section under 1LT PLETE and one (1) sec under 2LT BELANO jumped-off from Pong-on Patrol Base and conducted pursuit operations towards vicinity GS 93-73 Sitio Binandirahan, Brgy Mahaba, Marihatag, Surigao del Sur.  EASTMINCOM (REGION13 (CARAGA)) SURIGAO DEL SUR (HARASSMENT) Ref: 4ID Report RN: OPNS 2110-1727-2011 dtd 21 Oct 2011 Progress Report from Journal Nr. Progress report to our cnr: EMCOC – 1810 – 095 – 11 dtd 10/21/2011 On 180445 Oct 2011, re harassment to Mahaba Patrol Base of Charlie Company, 23IB with two (2) sections Alpha Company, 29IB under 2LT WARREN B CHING (INF) PA by more or less fifteen (15) fully armed CNN under @ MITCHIE of Platoon 8, GF19B, NEMRC on or about 180445 October 2011 which resulted to negative casualty on government side while undetermined on enemy side Items Recovered / Loss:   - One (1) battery pack of cell phone   - Sixteen (16) rounds empty shell for AK47 rifle  - Eight (8) rounds empty shell for M14 rifle   - Eleven (11) rounds empty shell for M16 rifle  - Two (2) firing pin of rifle grenade  - One (1) empty box of rifle grenade  - One (1) rubber cap of rifle grenade Other Details: Ammo expenditure: Cal 5.56mm M16 rifle – 894 rds; Cal 7.62mm M14 rifle – 245   rnds; Cal5.56mm K3 link – 530 rnds; Cal 7.62mm M60 LMG link – 350 rnds and M203 GL – 19 rds.   Action Taken:                 a. One (1) section of Alpha Company, 29IB under 2LT WARREN B CHING conducted clearing operations towards Sitio Palompon, Brgy Mahaba, Marihatag, SDS and returned PB at about 1200H without enemy engagement.    b. At about 1100H, one (1) section under 1LT PLETE and one (1) sec under 2LT BELANO jumped-off from Pong-on Patrol Base and conducted pursuit operations towards vicinity GS 93-73 Sitio Binandirahan, Brgy Mahaba, Marihatag, Surigao del Sur. "
15853,WESTMINCOM ,ARMM,SULU ,APPREHENSION,WESTMINCOM ,WMC-0510-03 ,05 Oct 2011,"On 040541 Oct 2011, an ASG Member identified as Adzhar Patta Mawalil, @Ajang Nedz Mawalil, 34 yrs old and a resident of Brgy Karawan, Indanan, Sulu was arrested by joint elements of Task Force Sulu, NISG, PAOC, PCTC and PNP seaborne at So Martinez, Brgy San Raymundo, Jolo, Sulu.Enemy Side:", Apprehended/ASG member Adzhar  Mawali Ajang Nedz Mawali,,,,,,"Mawalil was a member of slain ASG leader Albader Parad group who was responsible for the beheading of seven (7) laborers of BJ Mill at Silangkan, Parang, Sulu, ICRC kidnapping and several military atrocities last 2010. The subj is currently debriefing at headquarters of MBLT9.",
15855,WESTMINCOM ,ARMM,BASILAN ,ENCOUNTER,"1ID, PA ",1DC-0510-2794-  -2011 ,05 Oct 2011,"On 050545 Oct 2011, Operating troops of 13SRC, 4SRBn composed of two (2) Officers and forty five (45) Enlisted Personnel (EP) under CPT JOEY T MAGUNDAYAO (INF) PA encountered undet number of ASG led by ASG sub-leader Long Malat Sulayman and Nurhassan Jamiri @Abu Bekkatat in vicinity of Sitio Bohe Libi, Bgy Macalang, Albarka, Basilan Province. two (2) WIA on the Gov’t side while undet on the enemy side.Government Side:",,KIA/Cpl  Joel Glorio  PA/WIA/Cpl Marlon C  Gumangan   833478 PA,,,,,"a. Said OPN is supported by target Intel package “Odyssey Dawn 2” of 16MICO, 1MIB, 1ID, PA./b. Cpl Joel Glorio (Inf) PA was wounded but declared DOA at CNGH.","a. OOA 050600H Oct 11, 4SRBn immediately requesting two (2) UH-1H Heli for CASEVAC. b. OOA 050748 Oct 2011, 1 UH-1H & 1 MG520 Helos departed fm EAAB for possible conduct of CAS and MEDEVAC. Same prepositioned at HSOFT-B for briefing & take off for encounter site AA 1015H.  c. AA 1035H same day, same Helos departed fm encounter site to evac casualties at CNGH and arrived at 1055H same day."
16009,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,ENCOUNTER,1ID ,1DC 2710-03153-2011 ,28 Oct 2011,"On 261300 Oct 2011, operating troops of 11SRC under CPT VILLALUNA encountered undetermined number of ASG/LLEs at vicinity 51NVJ 762271 at Sitio Osama, Bgy Labatan, Payao, ZSP. Firefight lasted for five (5) minutes.",,,,,,,,
16030,WESTMINCOM ,ARMM,SULU ,RECOVERY,WESTMINCOM ,WMC-3010-01 ,30 Oct 2011,"On 300630 Oct 2011, aerial bombing was conducted in vicinity GC 5INTG 747570, Brgy Karawan, Indanan, Sulu targeting the group of ASG led by Umbra Jumdai @ Dr Abu, followed by sequential air insertion of 61st and 63rd FRC, FRBN at hill 300 51NTG 754563 and ground movement of SOP Class 09-11,22MC from Pasil detachment, Indanan and SOP2 from Kulasi detachment, Indanan to their pre-designated blocking position.Enemy Side:",Recovered/ASG member Unidentified cadavers  ,,,Recovered/2 - M16 rifle (sn: 165018 )/1 - M14 rifle (sn: )/1 - Cal . 45 pistol (sn: 175745),,4 - Ammo of 90RR recoiles rifle/1 - Fragmentation grenade/2 - Magazine for Cal .45 pistol/14 rds - Ammo for Cal .45 pistol,,Troops conducted combat clearing operation at the target area. MILF:
EMC10142,EASTMINCOM ,ARMM,MAGUINDANAO ,ENEMY CHECKPOINT,6ID ,6DTOC-2510-655-2011 ,25 Oct 2011,"On 251345 Oct 2011, 1LT RIVERO PA, CO, “C” Coy, 37IB, 6ID, PA on board KM 450 with appropriate escort came from Parang, Maguindanao while taking their route going back to “C” Coy Command Post, Brgy Bora, Buldon, Mag, they sighted two (2) armed men with M14 and Garand rifle wearing black sweatshirt believed to be MILF conducting checkpoint at Sitio Rakuray, Brgy Lipawan, Barira, Maguindanao.Other Details:",,,,,,,"Accordingly, before 1LT RIVERO PA pass on the said place, the two (2) armed men had conducted checkpoint to passenger jeep (Brown town ace plate nr MBK 188) driven by ctn Abdul Nasser Casan purposely to look for their enemy (blvd to be members of 37IB). ",1LT RIVERO together with his escort immediately disembarked taking high ground position for possible firefight but the enemy withdraw going to South East direction
EMC10860,EASTMINCOM ,REGION XII,COTABATO ,BURNING,10ID ,10ID3-TOC-0210-521-11 ,03 Oct 2011,"On 301400 Sep 2011, three (3) houses of sito Blit brgy ned, lake sebu,  scot were ransacked by a group of armed men  believed to be elements of 104th bc under cmdr tigre of the milf. Said group carted away foodstuff and 2 hh radio issued by the scot prov’l gov’t to nono pamplona & nonit dodem. accordingly, a certain Bol Dodem, 60 yrs old female and a certain do piang, 44 yrs old were also forcibly taken to serve as guides in their withdrawal towards sitio datal bobof same brgy. At  about 1800h same day, the said armed group arrived at sitio datal bob and immediately conducted terroristic activities  by burning three (3) houses at said place that  led to the evacuation of the  populace.",,,,,,,,"1. B/27ib was proceed to the area of incident to take necessary action against the milf group while 27th ib tcp will be established at vic sitio tinugas, brgy ned, lake sebu, scot. 2. Likewise, said info was relayed to GRP CCCH and Grp Adhoc Joint Group (GRP-AJAG)."
15842,WESTMINCOM ,ARMM,BASILAN ,STRAFING,1ID ,1DC-0110-2772-2011 ,01 Oct 2011,"On 291745 Sep 2011, Pfc Manuel C Sarabi (Inf) PA, Detachment Commander of Sapah Bulak Det of SFTM 2005 “A” reported that strapping happened at vicinity sitio Locongan, Bgy Sapah Bulak, Sumisip, BP, about one (1) kilometer from the Detachment at South East direction. According to the civilian informants a certain Commander @MALANGKA and MOL twenty (20) MILF members equipped with M14 and M16 rifles, indiscriminately fires their rifles in different direction provoking the personnel in Sapah Bulak Det. Said group withdraw towards North West direction. Negative casualty on the government side/civilian populace in the area. Action Taken:",,,,,,,,"OOA 1800H same day, 20SFC, 4SFBn immediately organized one (1) team from SFTM 2001 under 1LT JOSE SYRINN M FERVES (INF) PA, directly proceeded at Sapah Bulak Detachment to verify the veracity/situation of the Detachment. "
15914,WESTMINCOM ,ARMM,BASILAN ,EXPLOSION (GENERAL,"1ID, PA ",1CD-1310-2962-2011 ,13 Oct 2011,"On 121600 Oct 2011, an unidentified explosion transpired at the house of MILF Leader Hud Limaya at Brgy Guinanata, Albarka, Basilan Province.Hud Limaya managed to escape the said explosion.Civilian Side:",,,Killed/two (2) grandchildren of MILF Leader Hud Limaya,,,,Said indicates that the ASG and BIAF-MILF 114BC are involved in the manufacture of IEDs.It is suspected that theIED was prematurely detonated.,Intel Operative of 16MICO continously monitor enemy activities in area.
15919,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,ENCOUNTER,WESTMINCOM ,wmc 1510-04 ,15 Oct 2011,"On 151400 Oct 2011, elements of 53IB under LTC PENDATUN PA encountered undetermined number of MILF elements at So Talahib,  Brgy Labatan, Payao, Zamboanga Sibugay.Government Side:",,WIA/Pfc Jul Sali  PA/Pfc Gerry Dinorog  PA/Pfc Glen Sulo  PA/CAA Hamid Sariul  PA,,,,,"Barangay Labatan is an area frequented by the group Cmdr Wanning Abdulsalam, MILF/KFRG leader operating in Sibugay Province.","OOA 151529H Oct 11, two (2) UH-1H helos departed at EAAB to pick-up WIA personnel of said unit."
15920,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,ENCOUNTER,WESTMINCOM ,WMC-1510-05 ,16 Oct 2011,"Progress Report from Journal Nr. 15919 dtd 15 Oct 11, re encounter at  So Talaib, Brgy Labatan, Payao, ZSP.On 151400 Oct 2011, one (1) platoon (reduced) from ZSP-PPO led by PSI HUESCA composed of one (1) officer and sixteen (16) EP assisted by troops of Charlie Coy, 53IB led by 1LT GLENN SAMBRANO (QMS) PA composed of two (2) officers, sixty-three (63) EP and 1st pltn of Alpha Coy, 53IB led by 2LT MYVEN M PRIMA (INF) PA composed of one (1) officer and twenty-one (21) EP while conducting law enforcement operation at So. Talaib, Bgy Labatan, Payao, ZSP in order to serve WOA to the groups of Wanning Abdul Salam, Talib Asali, Itting Abbas, Ogis Jakaria and Samang Andih encountered undetermined number of fully armed men believed to be members of MILF Sub-Group under 113BC, LLE led by Wanning Abdul Salam positioned along the river bank IVO Sitio Look Carang vic 51N VJ 762274 of same barangay. The troops suffered four (4) WIAs while the enemy withdrew at about 1550H same day.",,WIA/Pfc Jul Sajili  PA/Pfc Gerry Dinorog  PA/Pfc Glen Sulo  PA/CAA Hamid Sariul  PA,,,,,,"WIAs were immediately evacuated to Camp Navarro General Hospital, Upper Calarian, Zamboanga City via two (2) UH-1H helis for medical treatment."
15925,WESTMINCOM ,REGION IX,ZAMBOANGA DEL NORTE ,ENCOUNTER,WESTMINCOM ,WMC-1710-01 ,17 Oct 2011,"On 160630 Oct 2011, 3/1/B/44IB under Cpl Asaha I Pioh (Inf) PA while conducting sea patrol along the coastal area of Brgy Mamad, Baliguian, ZDN encountered MILF/LLEs led by Jusain Salam @JUSAY collecting extortion money from local fishermen at vic Brgy Mamad, Baliguian, ZDN. Firefight lasted for about fifteen (15) mins that resulted to the death of Jusain Salam @JUSAY, son of Kumander Jaujin Salam (MILF/LLEs). Negative caualty on the gov't side.Enemy Side:",Killed/MILF/LLEs Jusai  Salam @JUSAY,,,,,1 - Light blue motorized pump boat ,"a. The recovered pump boat with marking, ""ZSP PALID"" on one side ans ""ZSP PALO"" on the other side./b. On 0850H same day, LTC ALEX S RILLERA INF (GSC) PA, with aprop escort onboard KM450 truck jumped off CP BCoy and proceeded towards Tungkaling Det, Brgy Tungkaling, Baligulan, ZDN to asses the situation in the area and arrived thereat at about 1000H.","On 0800H same day, section reduced of 44IB and 16SFC, Riverine under 1LT MICHAEL G PASCUAL (INF) PA, Bn S2 onboard one (1) pump boat and one (1) speed boat jumped off Macuyon Patrol Base, Sirawai, ZDN and proceeded towards Brgy Mamad, Baliguian, ZDN to conduct blocking operations and reinforce the engaged troops."
15952,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,ENCOUNTER,1ID ,1DC-2010-3028-2011 ,20 Oct 2011,"On 200900 Oct 2011, C Coy, 53IB led by 1LT SHERWIN R JESUITAS (INF) PA while conducting clearing/combat operations encountered undetermined number of LLEs at Sitio Talaib, Bgy Labatan, Payao, ZDS. Action Taken:",,,,,,,,"a. 200920H Oct 2011, 1st and 2nd Howitzer Platoon, Bravo Btry, 9FAB conducted Fire Support Mission against suspected position of LLEs at Sitio Talaib, Bgy Labatan, Payao, ZDS. Thereafter, combined troops of 53IB, 11DRC, 15DRC, 16SFC and NAVSOU conducted combat clearing operations towards suspected enemy stronghold. b. Troops continuous conducting combat operations against the enemy. "
15954,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,AMBUSH,1ID ,1DC-2010-3037-2011 ,20 Oct 2011,"On 202220 Oct 2011, elements of HHSBn, 1ID on board one (1) M35 truck were ambushed IVO Bgy Tenan, Ipil, ZSP 51NVJ 602638 which resulted to one (1) WIA on the government troops. The personnel were transporting two (2) thousand (2,000) liters XCS to support the conduct of combat operations in TF “JAMBANGAN” AOR.Government Side:",,WIA/Cpl Kempsy U  Edao   PA,,,,Loss/ - Undetermined liters of POL,Result: Damage of One (1) M35 Truck,One (1) Platoon from H102Bde with two (2) AVs reinforced the engaged troops and extricated the WIA while one (1) squad secured the damaged vehicle OOA 202250H October 2011.
15955,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,EXPLOSION (GENERAL,1ID ,1DC-2010-3038-2011 ,20 Oct 2011,"On 202350 Oct 2011, grenade explosion/grenade throwing incident transpired more or less four hundred (400) meters from Imelda Hospital, Bgy Poblacion, Imelda, ZSP perpetrated by at least two (2) male individuals believed to be elements of the 113BC, BIAF, MILF. The perpetrators immediately fled the place of incident on foot. Troops from 102Bde are in the hospital after they evacuated four (4) personnel of 9FAB and 102Bde who were earlier ambushed by MILF elements IVO Bgy Gulayon, Alicia, ZSP. Action Taken:",,,,,,,,Intensified perimeter security in vicinity of the hospital.
15958,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,AMBUSH,WESTMINCOM ,WMC-2110-05 ,21 Oct 2011,"On 202315 Oct 2011, Joint AFP-PNP team while conducting mobile patrol along the national highway were fired upon by undetermined number of armed men at vicinity Brgy Simbol, Kabasalan, ZSP.Government Side:",,KIA/PINSP JOSE RIZALDY CALIBUGAR  PNP/SPO1 Lito Arsenal  PNP/PO2 Angelito Tayan  PNP/WIA/Pfc Hermes Sagario  PA/PO2 Joel Capitana  PNP,,,,,"PINSP JOSE RIZALDY CALIBUGAR PNP, Deputy COP, SPO1 Lito Arsenal PNP, PO2 Angelito Tayan PNP and PO1 Joel Capitana PNP all of Kabasalan MPS and Pfc Hermes Sagario (Inf)PA of 53IB were wounded and immediately brought to Pathfinder Hospital, Kabasalan, ZSP for medical treatment. The three (3) PNP personnel expired while undergoing emergency medical treatment at said hospital.","Immediately, two (2) Simba vehicles with platoon of 102Bde were dispatched to reinforce the engaged AFP-PNP personnel."
15961,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,AMBUSH,"1ID, PA ",1DC-2110-3055-2011 ,21 Oct 2011,"Progress Report to Journal Nr. 15950 dtd 10/21/2011, re-ambush of troops from 9FAB/102Bde under 1LT WILFREDO M ANGCOG (FA) PA, Battery Comdr, A9FAB aboard two (2) M35 6x6 and 1LT JOEL N TAPIA (FA) PA, Bn S4 aboard KM450 truck at vic Brgy Gutayon, Alicia, ZSP on 201921 Oct 2011.Other Details:",,,,,,,"a. On 210800 Oct 2011, Sgt Antonio T Gerangue 772774 (Inf) PA who was previously reported missing surfaced and linked-up with reinforcing troops with out injured. Firearms of Casualties were all accounted for./b. On 210300H Oct 2011, Cpl C Mila 80336 (Inf) PA who was brought to CNGH, WMC by NVG MEDEVAC Helis was expired upon reaching CNGH./c. Recovery of three (3) M35 trucks which were damage at two (2) ambush site, (Alicia & Ipil)./d. (Ref: TXT MSG AOC dtd 22 Oct 2011) On 211920H Oct 2011, 1LT WILFREDO M ANGCOG 0-136710 (FA) PA has passed away while  undergoing medical operation at Ciudad Medical Hospital, Zamboanga City due to the severe gunshot wounds sustained during the ambush.","a. On 201945H Oct 1st & 2nd HP, Bravo Battery, 9FAB under 1LT CLARENCE M BAUTISTA (FA) PA stationed at Sta Maria, Alicia, ZSP conducted fire support mission in support to the ambushed troops from 9FAB led by 1LT WILFREDO M ANGCOG and 1LT JOEL N TAPIA PA with personnel from 102Bde, 1ID, PA at vic of Sitio Binangonan, Brgy Gulayon, Alicia, ZSP. Said fire mission ended at about 1947H  same day. b. H102Bde continue monitoring the enemy activities in the area."
15962,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,ENCOUNTER,"1ID, PA ",1DC-2110-3056-2011 ,21 Oct 2011,"Action Taken:On 201843H Oct 2011, 1st & 2nd HP Bravo Battery, 9FAB under 1LT CLARENCE M BAUTISTA (FA) PA stationed at Sta MAria, Alicia, ZSP conducted fire support mission as requested by CPT ROMMEL B DE MESA (INF) PA, Operations Officer, 102Bde, 1ID, PA at vic of Sitio Talaib, Brgy Labatan, Payao, ZSP. Said fire mission ended at about 1845H same day.",,,,,,,,"On 201843H Oct 2011, 1st & 2nd HP Bravo Battery, 9FAB under 1LT CLARENCE M BAUTISTA (FA) PA stationed at Sta MAria, Alicia, ZSP conducted fire support mission as requested by CPT ROMMEL B DE MESA (INF) PA, Operations Officer, 102Bde, 1ID, PA at vic of Sitio Talaib, Brgy Labatan, Payao, ZSP. Said fire mission ended at about 1845H same day."
15968,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,ENCOUNTER,"1ID, PA ",1DC 2110-3063-2011 ,21 Oct 2011,"On 211915 Oct 2011, combined  operating troops under 1LT SABANGAN, 1LT TAGAMOLILA and 2LT PRIMA encountered undet number of armed men believed to be MILF elements at Brgy Labatan, Payao, Zamboanga Sibugay.Negative casualty on both sides.Action Taken:",,,,,,,,"1st and 2nd HP, Bravo Battery, 9FAB under 1LT CLARENCE M BAUTISTA PA stationed at Sta Maria, Alicia, ZSP conducted fire support mission as requested by the operating trops of 53IB."
15970,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,AMBUSH,"1ID, PA ",CN 102BC 2010-66-2011. ,20 Oct 2011,"On 202145 Oct 2011, alfa 6 X 6 Truck from the Division Hqs carrying Fuel for 102Bde was fired upon by undet armed men along the highway six (6) kms East of Ipil wounding its driver Sgt Edao. Government Side:",,WIA/Sgt  Edao  PA,,,,,Sgt Edao who was wounded on his abdomen was brought to Zamboanga Sibugay Provincial Hospital for treatment.  /         ,"Two (2) Simba Vehicles, two (2) KM450 and one (1) ELF boarded  by troops of 102Bde led by CPT ESMAEL together with one (1) Pltn of 44IB led by 1LT SEPHULCRE jumped off from Hqs 102Bde and proceeded to the area of incident"
15972,WESTMINCOM ,REGION IX,ZAMBOANGA DEL NORTE ,HARASSMENT,"18IB, 1ID ",CN 10- 38-11 ,22 Oct 2011,"On 212253 Oct 2011, 4th ZN CAAC Raba Det 51N VJ743851, Bgy Raba, Godod, ZDN under Sgt Victor B Urongan (Inf) PA of Bravo Coy this unit was fired upon by more or less twenty (20) fully armed men using M14 and M16 rifles believed to be group sympathetic to the MILF. Firefight lasted for about thirty (30) minutes afterwhich the enemy withdrew towards the direction of Bgy Limboanga, Godod, ZDN.No casualty on the gov’t sideAction Taken:",,,,,,,,CAAs in all detachment in the area remain intact and detachments were directed to intensify IAD and perimeter patrols. 
15973,WESTMINCOM ,REGION IX,ZAMBOANGA DEL NORTE ,HARASSMENT,"18IB, 1ID ",CN 10- 38- 11 ,22 Oct 2011,"On 212315 Oct 2011, 2nd ZDN CAAC Polo Langan Det 51N VJ404712, Bgy Polo Langan, Kalawit, ZDN was strafed/harassed by more or less seven (7) fully-armed men believed to be members of the MILF operating at said area.Other Details:",,,,,,,"Personnel of said detachment under the supervision of Ssg Ariel L Magyaya (Inf) PA managed to fire back at the enemy position. The enemy eventually withdrew immediately towards So Darusallam, Bgy Asuzano, Titay, ZDN. No reported casualty on both sides. ", CAAs in all detachment in the area remain intact and detachments were directed to intensify IAD and perimeter patrols. 
15977,WESTMINCOM ,ARMM,BASILAN ,ENCOUNTER,"AOC, PA ",TXT MSG ,22 Oct 2011,"On 221330 Oct 2011, 14 EP & 5 CAA under CPT RAMIL of SFTM 1405, 14SFC, 4SFBn, SFRA while conducting combat patrol operation at vicinity  Bgy Canas, Maluso, Basilan, encountered MOL thirty (30) MILF/ASG.Government Side:",,WIA/Sgt  Omongos  PA/CAA Jumala Ladja   PA,,,,,The troops were suppose to reinforce the harassed detachment at Barangay  Canas and was reportedly land mined.,"OOA 221350 October 2011, 14SFC immediately requested two (2) UH-1H Helis for CASEVAC. At about 1415H, two (2) UH-1H Helis departed from EEAB,ZC to the designated LZ at vicinity 51NUH 761229 of the said Barangay. At about 1445H, the two (2) WIA were airlifted to WESTMINCOM Hospital for medical treatment."
15978,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,HARASSMENT,"1ID, PA ",1ID 2210-3074-2011 ,22 Oct 2011,"On 221900 Oct 2011, 3rd Zamboanga Sibugay Province CAA of ACoy, 18IB (CAFGU) under SSg Efren P Daelto PA was fired upon by MOL ten (10) fully armed MILF belived to be under a certain Commander Jahuddin of 113rd BC,BIAF, MILF operating in the area.Other Details:",,,,,,,Said harassment might be diversionary tactics of the enemy to divert the attention of the government troops operating in Alicia-Payao area and in Basilan Province.,"Intel operatives of 18IB were already asvised to closely monitor the enemy course of actions. Likewise, all CAA detachmnet in the area were already informed reamain intect and take precautionary measures to preempt enemy hostile plans."
15979,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,ENCOUNTER,WESTMINCOM ,WMC-2210-04 ,22 Oct 2011,"On 221100 Oct 2011, CVO's from Brgy Samonte, Talusan, Zamboanga Sibugay Province encounter more or less ten (10) armed MILF under Commander Eting ABBAS at vicinity Brgy Samonte of same municipality. Firefight lasted for about three (3) minutes. Afterwhich, the enemy withdrew towards Samonte Elementary School, Talusan, ZSP.Other Details:",,,,,,,Reportedly said MILF group are merging with the group of @ LAKUNG (TNU) and unidentified MILF Commander from Cotabato City.,"Intel operatives were tasked to closely monitor in the area likewise, Military Units and CAA Det were advised to take precautionary measure to preempt enemy hostile activities."
