Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
16368,NOLCOM ,REGION II,CAGAYAN ,ENCOUNTER,PNPCOC ,PNPNOCJ-0224 ,15 Jan 2012,"On 152300 Jan 2012, joint elements of 3rd Pltn, Cagayan PPSC, PPSC Headquarters Intel and SWAT encountered MOL eight (8) Communist Terrorist at Purok 4, Brgy Lakambini, Tuao, Cagayan. Firefight lasted for about fifteen (15) minutes, after which, the CTs withdrew at the Sugarcane Plantation at the back of Tuao Mega Cockpit Area. Negative casualty reported on both sides.",,,,,,,,
16317,WESTMINCOM ,ARMM,BASILAN ,ARREST,PNPCOC ,PNP-COC SIR 123111-01 ,30 Dec 2011,"On 301227 Dec 2011, a certain Boy Abdulpahta @ Boy Pahta, a member of ASG and alledgedly involved in beheading of the eleven 911) Marines in 2007 and in the Dos Palmas Kidnapping incident at Zamboanga was arrested in Barangay Kumaralang, Isabela City, basilan by joint elements personnel of PRO-Cordillera basilan Contingent led by PCI ALLAN GUYGUYON and personnel from 54th and 55th Specail Action battalion led by PCI ARINIO.Action Taken:",,,,,,,,"Suspect is now under the custody of Specal action Battalion and RID PRO-9,Zamboanga City for documentation prior to the turn-over to the court concerned."
16321,WESTMINCOM ,ARMM,SULU ,HARASSMENT,WESTMINCOM ,WMC-0201-02 ,02 Jan 2012,"On 311750 Dec 2011, Camp Baladad  Det manned by 211MC and 111MC was harassed for the second time by undetermined number of ASG. The enemy positioned themselves at northern direction (GC 920681), southeast direction (145 degrees 200 meters) and northeast direction and simultaneously fired towards the Camp. Negative casualty on the government side while undet on the en side.Action Taken:",,,,,,,,"Immediately, personnel manning said detachment returned fire towards the enemy location. Ooa 311810H Dec 2011, fire base aboard Camp Baladad conducted fire mission to target priority approximately 145 meters: Three (3) rounds 81MM mortar and same ended at about 1840H."
16334,WESTMINCOM ,ARMM,SULU ,EXPLOSION IED,PNP NOC ,SIR 010812-01 ,08 Jan 2012,"On 072240 Jan 2012, IED explosion incident transpired at KM 15 Bridge located at  Brgy Pangdanon, Patikul, Sulu. The incident resulted to the total damaged of the bridge and presently not passable to all types of vehicles. Initial investigation disclosed that the IED was planted by ASG members operating in Patikul, Sulu. A wrist watch was used as timing. No reported casualty of said incident.Action Taken:",,,,,,,,Case is under investigation and progress report to follow.
16354,WESTMINCOM ,ARMM,SULU ,HARASSMENT,WESTMINCOM ,WMC-1201-01 ,13 Jan 2012,"On 121721 Jan 2012, 211MC, 111MC and MSCC CL14 manning Camp Baladad Det, Brgy Panglayahan, Patikul, Sulu was harassed by undet nr of ASG under unidentified leader. Firefight lasted for about twenty (20) minutes after which the enemy withdrew towards unknown  direction. SSg Rex Guillermo 806678 PN (M), training directorate of MSSC CL-14 was wounded on his right foot caused by shrapnel of M203 GL but was immediately given first aid. Government Side:",,WIA Ssg   Rex Guillermo 806678 PA,,,,,,Troops retaliated and subsequently conducted fire mission to the enemy position that force the enemy to withdrew towards unknown direction.
16373,WESTMINCOM ,ARMM,BASILAN ,ARREST,PNP-NOC ,SIGNIFICANT RPT 011712-03 ,17 Jan 2012,"On 171601 Jan 2012, joint elements of PNP SAF Seaborne, PCTC and RCIDU9 arrested Sonny Baki Barahim @Abu Ismael by virtue of Warrant of Arrest docketed under CC#3537-1129, 3608-1184 for kidnapping and Serious Illegal Detention at the vic of Isabela City, Basilan Province.Enemy Side:", Apprehended ASG Baki Barahim @Abu Ismael,,,,,,"Arrested person was brother of ASG member Ibno Ismael @Abu Kudano who is presently detained at Bicutan jail for his involvement in various kidnappings. The brother were working before for the late Abdurajak Janjalani, Hamsiraji Sail, Isnilon Hapilin. Abu Ismael was also one of the armed gurads during Grace/Martin Burham captivity in Basilan.",
16421,WESTMINCOM ,ARMM,BASILAN PROVINCE ,APPREHENSION,WESTMINCOM ,WMC-2601-02 ,27 Jan 2012,"On 260102 Jan 2012, joint Intel operation composed by elements of Intel personnel of PAF, CIDG, NIDG, NISG-WM, SBU, PCTC, MARCC, RIU9, RID9, 14SFC, 4SFB, JTFB, 54 and 56 SAF PNP, Maluso MPS apprehended ASG member identified as Harun Jalhalis @INDAL at vic Sitio Malvar, Brgy Mahayahay, Maluso, Basilan Province.Enemy Side:",Apprehended ASG Harun Jalhalis @INDAL,,,,,,"Subject was arrested by virtue of the warrant of arrest issued by Presiding Judge Danilo Bucoy of Branch 1 of RTC 9 Basilan Province with criminal case numbers 3537-1129, 3608-1164, 3611-65 and 3674-1187, subject has a PNP reward worth of three hundred fifty thousand (Php 350,000.00) for his capture.",Apprehending troops are presently conducting custodial debriefing to the subject. LAWLESS ELEMENTS:
16329,SOLCOM ,REGION IV,QUEZON ,SURRENDER,SOLCOM ,SLCOC-0601-15-12 ,06 Jan 2012,"On 050800 Jan 2012, joint elements of AFP/PNP composed of one team under P/lnsp Mercader, COP, San Francisco Quezon and one squad under CPT SACOSO P\, CO of C/74IB, 2ID, PA while conducting Peace and Security Operation at vicinity Sitio Partangan, BrgyPagsangahan, San Francisco, Quezon, a certain @ Randy TN: Jerry H. Orcales., married, 44 years old and a resident of Sitio Pantangan, Brgy Pagsangahan, San Francisco Quezon surrendered to the operating troops thru the assistance of Ex-Brgy Kagawad Zald/ C Villanueva of Sitio Cumbahan, Brgy Pagsangahan of same municipality. ",Surrendered LLE Jerry H Orcales @Randy,,,,,,"The subject is VIL of SPN Berto, Former GFC 41 of KOMPROB Qzn in 3rd Quarter 2010 and went on lie-low sometime in 4th Quarter 2010. He was also involved in the confiscation of a cal .45 pistol owned by Municipal Mayor of San Francisco, Quezon Hon. Josel to Aleca at Sitio Talisay, Brgy Pagsangahan, San Francisco, Quezon sometime on 18 May 2010. ",
16426,SOLCOM ,REGION VII,MASBATE ,EXPLOSION IED,SOLCOM ,SLCOC-2801-76-12 ,28 Jan 2012,"On 262350 Jan 2012, an unidentified explosives exploded 100 mtrs away from RMG Det and 200 mtrs away from Batuan MPS, North Brgy Poblacion, Butuan, Masbate causing a hole on the explosion area while negative casualty and damages on the vital installation in the area.Items Recovered / Loss: ",,,,,,Serviceable 200 mtrs - detonating wires,,"Intel operatives of 9IB, 9ID in coordination with the PNP in the area conducting investigation regarding incident."
16338,EASTMINCOM ,REGION XII,SOUTH COTABATO ,RECOVERY OF IED,PNP NOC ,SIR 010812-03 ,08 Jan 2012,"On 081400 Jan 2012, alert team of PS-1, GSCPO together with EODT, GSCPO and EODT of JTF GENSAN responded and neutralized and IED (81mm Mortar) discovered near Chua Building at Naranjita Street, Brgy Dadiangas South, General Santos City.",,,,,,,,
