Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
EMC11246,EASTMINCOM ,REGION X,BUKIDNON ,ENCOUNTER,4ID ,OPNS 0911-1864-2011 ,09 Nov 2011,"Progress Report from Journal Nr. EMC11232 dtd 11/9/2011re encounter of one (1) squad of SCAA from Mendez PB led by SSG EMMANUEL A NACAYTUNA (INF) PA together with Brgy officials headed by BRGY CAPT VICTOR CLEREGO and BRGY KAGAWAD JENEFER INAHAN against two (2) lawless elements in Purok 7, Brgy Mendez, Pangantucan, Bukidnon last 071420H Nov 2011Firearms Gains:",,,,Recovered 1 - cal 30 garand rifle (sn: 4457127) 1 - M79 (sn: ),,3 - live ammo for  garand 1 - empty shell for garand 1 - ammo clip for garand 1 - live ammo for m79 1 - empty shell for m79 1 - handgrenade,"Bandits leader INE INAHAN has pending warrant of arrest of attempted rape under CC Nr 12905-03 issued by Hon Judge Rolando S Venadas Sr of RTC Branch 9, Malaybalay City and has some pending case of murder and cattle rustling. Ammo Expended: cal 5.56mm m16 – 60 rds; cal 30 garand – 76 rds; and cal 30 carbine – 36 rds.",Recovered FAs together with the dead body of bandit leader (INE INAHAN) were brought to PNP Pangantucan for proper disposition MNLF-MG:
16060,WESTMINCOM ,REGION IX,ZAMBOANGA DEL NORTE ,CONFISCATION OF FA/DEADLY WEAPONS,"1ID, PA ",1DC-0611-3238-2011 ,06 Nov 2011,Enemy Side: Apprehended, Apprehended MNLF Rasul Abas  MNLF Arcan Jailani ,,,Confiscated 1 - Cal . 45 pistol colt 1911 A1 US Army (sn: 425857),,,"Investigation disclosed that Arcan Jailani, 22 yrs old, single together with Rasul Abas, 23 yrs old, married both farmers and a resident of Sitio Longgong, Brgy Batayan, Kalawit, ZDN were seen parking a black XRM 125 single motorcycle with chassis number 14074313 without plate number for tire repair at a vulcanizing shop owned by Mr Paquito Tabiliran at Sitio Magoboc, Brgy Poblacion, Kalawit, ZDN when SSg Carlo Santianez and two (2) CAA companion passed by and noticed a bulging object in the waist of Rasul Abas.","a. The suspects were arrested for questioning due to non avail of necessary documents pertaining to the possession of the said firearm afterwhich the troops turned over to Kalawit Municipal Police station for further investigation and appropriate filing of charges. b. OOA 051920 Nov 11, One (1) team composed of three (3) EP and two CAA led by SSg Solis (Inf) j/o Kalawit PB to provide security assistance at Kalawit Municipal Police Station. Said troops returned Kalawit PB at about 060630 Nov 11 with no untoward incident happened.     MILF:"
EMC11036,EASTMINCOM ,ARMM,MAGUINDANAO ,SIGHTINGS,NFEM ,CDO 1111-152 ,20 Nov 2011,"On 170630 Nov 2011, mol thirty (30) MILF members armed with one (1) M60 LMG, one (1) RPG, undet nr of hand grenades and M14/M16 rifles were sighted ivo Sitio Alalay, Brgy Salangsang, Lebak, Sultan Kudarat. Said MILF members emanated from Brgy Poloy-Poloy, Lebak Mun. Accordingly, they were the ones among the armed MILF members led by MILF Cmdr TING RAKMAN of 104th BC who forcibly entered the house and robbed the personal belongings and firearms of MSG CHARLIE AMARILIO PA (RET) at Sitio Alalay, Bgry Salangsang, Lebak Mun on 25 Dec 2009. Info further states that twenty (20) of them armed with M14/M16 rifles were sighted traversing ivo Sitio Alalay of same Barangay o/a 130400H May 2011 heading towards Gen direction of Brgy Kulaman, Sen Ninoy Aquino, Sultan Kudarat purposely to evade from the operating troops of MBLT-1 who conducted combat patrol ivo Sitio Buni (GC 51NXH 262284), Brgy Poloy-Poloy, Lebak Mun in the night of 18 May 2011.Other Details:",,,,,,,"1. The informant believed that said MILF members stayed in the thickly vegetated area ivo so alalay of same Barangay in the whole day while waiting for the nightfall before proceeding to brgy Kulaman, Sen Ninoy Aquino, Sultan Kudarat. 2. It is believed that said MILF members originated from MILF safe havens located at Sitio Bedic (GC 51NXH 226304 & Buni (GC 51NXH 262284), all of Brgy Poloy-Poloy, Lebak Municipality. 3. Info was obtained thru PM with the female Manobo who actually sighted mol 30 armed MILF members.","intel operative of MBLT1 requested the Brgy Captain of Salangsang, Lebak Mun to further monitor the movement and activities of the above-mentioned MILF members and report to MBLT1 any related thereto."
EMC11208,EASTMINCOM ,11,DAVAO DEL SUR ,ENCOUNTER,6ID ,10ID3-TOC-0511-11 ,05 Nov 2011,"Progress Report from Journal Nr. EMC11203 dtd 11/4/2011On 041125 Nov 2011, Progress report re encounter between one (1) Pltn (+)/TG Mulawin/1002Bde led by 2LT CAPISANAN against of MOL three (3) NPA believed to be members of Pltn Lawin FC 71, FSMR at Sitio Palibawan (51N YG 708935), Brgy Datu Danwata, Malita, DDS on 041125 November 2011. ",,,,,,1/2 - RICE 1 - CARTOON OF SARDINES 10 KLS - SUGAR,,
EMC11297,EASTMINCOM ,REGION XII,SULTAN KUDARAT ,ENEMY EXTORTION,NFEM ,CDO 1111-087  ,13 Nov 2011,"On 091730 Nov 2011, The Vicente Lao Construction thru its company project engineer identified as a certain Abdul Busani (TNU) gave ONE HUNDRED FIFTY THOUSAND PESOS (P150,000.00) to the group of Datu Pancho Andong and Tente Taup @ Winston, both Comdrs of the MILF and MNLF respectively as protection money for its safe implementation of the road construction project from Kalamansig town proper to Barangay Paril and Sangay.Accordingly, the money was received by MILF members identified as EDDIE DANIEL and PAGANG (LNU). The original asking price was 250,000.00 but it was negotiated by Lao Construction to 150,000.00. ",,,,,,,"1- Possibly, the seven (7) armed followers of andong and Taup who posed as security elem of the Vicente Lao Constaruction were among the more or less 20 armed men who took the backhoe key ooa 071900h nov 11.  2- Taup’s return of backhoe key to the Vicente Lao Construction supports the doubt about his involvement with this extortion activity.  3- MBLT-1 was not able to act on this case because Vicente Lao Construction did not cooperate with the planned entrapment.  4- info was obtained thru Phil Marines with the informant of MBLT-1 at Brgy Sta Clara, Kalamansig municipality OOA 101445H Nov 11.","operatives of mblt-1 instructed their informants to continue monitor the activities and plan of the above-mentioned MILF/MNLF commanders for future counter actions. EASTMINCOM (REGION XII) SULTAN KUDARAT (OTHERS) Ref: NFEM Report RN: CDO 1111-087  dtd 13 Nov 2011 On 091730 Nov 2011, The Vicente Lao Construction thru its company project engineer identified as a certain Abdul Busani (TNU) gave ONE HUNDRED FIFTY THOUSAND PESOS (P150,000.00) to the group of Datu Pancho Andong and Tente Taup @ Winston, both Comdrs of the MILF and MNLF respectively as protection money for its safe implementation of the road construction project from Kalamansig town proper to Barangay Paril and Sangay. Accordingly, the money was received by MILF members identified as EDDIE DANIEL and PAGANG (LNU). The original asking price was 250,000.00 but it was negotiated by Lao Construction to 150,000.00.  OOA 092000H Nov 11, The key of the backhoe heavy equipment which was taken by more or less 20 armed men OOA 071900H Nov 11 which was returned by Tente Taup and Mantingan Silungan (TNU). Info Further that OOA 10 1430H Nov 11, seven (7) followers of Datu Pancho Andong and Tente Taup armed with cal .45 pistols were sighted at the  bunkhouse of Vicente Lao Construction located at Sitio Midsulang, Barangay Sta Clara, Kalamansig municipality. Allegedly, said armed men posed as security element of the Vicente Lao Construction. Other Details: 1- Possibly, the seven (7) armed followers of andong and Taup who posed as security elem of the Vicente Lao Constaruction were among the more or less 20 armed men who took the backhoe key ooa 071900h nov 11.  2- Taup’s return of backhoe key to the Vicente Lao Construction supports the doubt about his involvement with this extortion activity.  3- MBLT-1 was not able to act on this case because Vicente Lao Construction did not cooperate with the planned entrapment.  4- info was obtained thru Phil Marines with the informant of MBLT-1 at Brgy Sta Clara, Kalamansig municipality OOA 101445H Nov 11. Action Taken: operatives of mblt-1 instructed their informants to continue monitor the activities and plan of the above-mentioned MILF/MNLF commanders for future counter actions."
EMC11298,EASTMINCOM ,REGION XI,DAVAO DEL SUR ,HOSTAGE TAKING,10ID ,10ID3-TOC-1311-578-11 ,12 Nov 2011,"On 121630 Nov 2011, More or less 50 fully armed men believed to be members of MILF with unidentified leader were sighted at vicinity Sitio Inlaran, Brgy Datu Daligasao, Sta Maria, DDS. Said armed group has three civilian hostages namely; Emit Salio a Sitio Leader, Gabriel Salio and Tiburcio Catalino all residents of said sitio. ",,,,,,,"Moreover, the populace in the area were evacuated and proceeded at Sitio Salala, Brgy Buca, Sta Maria, DDS.    Further info states that said armed men were still in the area as of this report.    Progress report to follow. ","Operating troops of 39IB moving towards Sta. Maria, DDS.  2. Operatives/39IB assigned at Sta. Maria are tasked to monitor the activity of the said group.  3. 39IB coordinated with Mayor Cabañero and PNP counterparts for the activation of crisis management committee."
EMC11305,EASTMINCOM ,REGION XI,DAVAO DEL SUR ,HOSTAGE TAKING,NFEM ,NF2 -1111-006  ,14 Nov 2011,"Progress Report to Journal Nr. EMC11298 dtd 11/13/2011, re-hostage taking of three (3) civilians by MOL 50 fully armed men believed to be members of MILF with unidentified leader at vic Sitio Inlaran, Brgy Datu Daligasao, Sta Maria, DDS on 121630 Nov 2011.Other Details:",,,,,,,"a. 73IB pers raided the area (Pinalpalan, Malita) that forced the armed group to withdrew in Sitio Inlaran, Brgy Datu Daligasan, Sta Maria. The armed group believed to be MILF/ASG now holding three (3) hostages namely Enet Sallo, Gabriel Sallo and Tiborcio. Evacuation of people fm Daligasan to Brgy Buca all of Sta Maria was observed.  Accordingly, three (3) MILF were killed so far, while negative on the gov’t side.  b. The armed group is said to be contained in the said Brgy by the operating troops. Furthermore, inline with the Devts (the Hostages of three (3) local residents by MOL 50 fully armed men believed to be members of MILF under unidentified leader), crisis management committee was convene by mayor of Sta Maria, with DBC 1002 and rep fm the PNP. SB member ABE NIL (with contacts in MILF) was sent to negotiate for the release of hostaged civs.  c. Deadline of negotiating is set at 1200H today by Mayor Cabanero. Said armed men were still in the area as of this report. One (1) pltn each fm 39IB and 73IB with 70 RSAF personnel were deployed near the area for law enforcer opns incase of failed negotiation.",
EMC11310,EASTMINCOM ,REGION XI,DAVAO DEL SUR ,HOSTAGE TAKING,10ID ,10ID3-TOC-1311-579-11 ,14 Nov 2011,"Progress Report to Journal Nr. EMC11298 dtd 11/13/2011, re-hostage taking of three (3) civilians by MOL 50 fully armed men believed to be members of MILF with unidentified leader at vic Sitio Inlaran, Brgy Datu Daligasao, Sta Maria, DDS on 121630 Nov 2011.Other Details:",,,,,,,"a. RBIT the heavily armed group that entered Sta Maria thru Malita turned out to be members of 105BC, BIAF, MILF led by Gazhali Dela Cruz @Abu Sahid (a balik-islam, native of Malita, served as MILF security personnel attached to the now defunct IMT-Davao). Allegedly, they were to patrol Davao Sur area upon orders fm his immediate Comdr Esmael and Zacaria Guma (Cmdr, 105BC) in the light of the rumoured all out war.  b. TG Mulawin Cmdr with IMT awaiting their arrival fm the mountains with turnover documents ready for signature, their names and FAs to be affixed for verification with the JCCCH if they really are in the MILF roster.","TG Mulawin offered, thru the IMT, for the group to come down with their FAs inside a sack, at a time and place that we'll both agree. Then, after having them accounted and documented, and shall be escorted by the IMT back to Cotabato City, which the latter had agreed. The LGU Sta Maria will be asked to provide the mobility requirement."
16128,WESTMINCOM ,REGION IX,ZAMBOANGA SIBUGAY ,STRAFING,"1ID, PA ",1DC-2211-3608-2011 ,22 Nov 2011,"On 220815 Nov 2011, PNP Tungawan led by PSI PACAÑa were strafed by seven (7) armed men using M14 and M16 rifles believed to be MILF members under Monib Aukasa @MONIB BANGGI at Sitio Katulan, brgy Tigbanuang, Tungawan, ZSP. No reported casualty both sides.Other Details:",,,,,,,"Accordingly, said PNP team proceeded to the aforesaid area to serve a warrant of arrest to the latter, allegedly, said PNP were at a Salakot/waiting shed in the aforesaid place and was suddenly strafed by the armed group. The PNP were able to retaliate. However, the perpetrators were able to escape and withdrew towards Sitio Tapikahan of same Brgy.",H18IB and PNP Tungawan continued monitoring enemy activities in the area. LAWLESS ELEMENTS:
16121,NOLCOM ,REGION III,ZAMBALES ,DISCOVERY OF ENEMY CAMP,NOLCOM ,CN-083-2111-2011 ,21 Nov 2011,"On 210800 Nov 2011, One (1) pltn of ACoy, 24IB composed of one (1) Offcier and sixteen (16) EP under 1LT NIMROD CHRISO B LUGO (INF) PA while conducting combat operation discovered an abandoned enemy temporary encampment at vic So Ambau, Brgy Inhobol, Masinloc, Zambales that can accommodate MOL fifteen (15) persons. Said troops are still scouring the area.",,,,,,,,
