Journal Code,Unified Command,Region,Province,Type of Engagement,Reference,Report RN,Date,Summary Report,Enemy Side,Government Side,Civilian Side,Firearms Gained,Firearms Losses,Items Recovered / Loss,Other Details,Action Taken
EMC12643,EASTMINCOM ,REGION 13 CARAGA,AGUSAN DEL NORTE ,HARASSMENT,4ID ,OPNS 0112-2040-12 ,01 Dec 2012,"On 302130 Nov 2012, Mahayahay Patrol Base of ""E"" Company, 23IB (CAFGU) stationed at Brgy Anticala, Butuan City was harassed by MOL ten (10) NPAs believed to be members of SPP21C, GF 21, NEMRC under unknown leader.Other Details:",,,,,,,"The NPAs were positioned approximately 100 meters from the north and south direction of the patrol base firing undetermined number of rounds of undetermined calibers. Firefight lasted for about two (2) minutes. After which, the enemy withdrew towards SE and North direction./ /Result:  Gov’t side – negative casualty;   En side – undetermined",The troops immediately manned their respective sectors of fire and returned fires towards enemy positions.
emc12749,EASTMINCOM ,REGION 11,DAVAO DEL SUR ,CAPTURED,TF DAVAO ,TFD3-1412-015-12 ,15 Dec 2012,"On 142245 Dec 2012, On or about 141900 dec 12, reliable information received states that a certain MOHAMMAD NUR FIRKIE BIN ABD KAHAR, Malaysian JI BOMBER with his wife were seen checking in at sampaguita tourist inn, Quirino ave., Davao City. Allegedly, the couple is in possession of an IED to be used for terror attack in Davao City. Action Taken:",,,,,,,,"Upon receipt of the information, this unit together with DCPO and personnel from NISG and other intel agencies started to negotiate with the management of the said hotel for the ejection of said suspects from their rented room until finally at 2230H; the dou went out of their room for check out.  while at the lobby, the woman wearing traditional muslim attire with black backpack containing the IED was accosted by PSSUPT DELA ROSA, DCPO City director while Fikrie was accosted by personnel of this unit, NICA and NISG but was able to raised his cell phone and declared “if you arrest or shoot me i have a bomb, I will explode it!”. Everybody scampered for safety while suspects went out on the road embracing each other with fikrie’s right hand holding the cell phone as triggering device was raised as if warning the lawmen of impending IED explosion.  take down orders were given by the city director to swat and quick reaction team this unit but could not be implemented since the area was overcrowded with pedestrians and motorists until fikrie got the backpack containing the IED and ran towards people’s park and the chase ensued until the suspect was cornered at toryanos chicken house beside apo view hotel where he was fatally shot by the pursuing swat and quick reaction team.  the IED composed of 60mm mortar was rendered safe thru water disruptor by combined EOD and k9 teams of this unit and DCPO.  Recovered cell phones and other exploitable materials were turned over to NICA 11.  arrested wife of fikrie later identified as anabelle nieva lee, a balik islam  and native of sorsogon and is presently detained at DCPO for further investigation.  Cadaver of fikrie is now at angel funeral parlor.  Thourough investigation is now being conducted and progress report follows."
EMC12781,EASTMINCOM ,REGION 12,MAGUINDANAO ,HARASSMENT,6ID ,6DTOC-2712-869-12 ,27 Dec 2012,"On 262330 Dec 2012, HQs 22MIC stationed at  vic 51N XH 569 661 Lower Salvo, Datu Saudi Ampatuan, Maguindanao was fired upon by undetermined number of ALGs M203 Grenade Launcher, one (1) 60MM Mortar and estimated one (1) short magazine coming from automatic rifle. Other Details:",,,,,,,Result:   Negative casualty on government side. ,"Immediately, crew from AVs of said unit maneuvered towards vantage position while mechanized troops occupied their respective battle position. Likewise, one (1) Mechanized Infantry Section under CPT DOROTEO conducted pursuit operation to the enemy suspected position at vic Lining while one (1) Mechanized Infantry Section under 2LT MANGAGOM proceeded at H22MIC to reinforced thereat.   At about 262345H Dec 12, one (1) mechanized infantry section under CPT DOROTEO (CAV) PA conducted pursuit/clearing operation to the enemy suspected position at vic GC 51NXH 5748866434 (Lining) with negative enemy contact and returned H22MIC at about 270035H Dec 2012 while one (1) Mechanized Infantry Section under 2LT MANGAGOM  (CAV) PA returned H2MIB and arrived at about 270045H December 2012. "
EMC12790,EASTMINCOM ,REGION 12,NORTH COTABATO ,CRIMINALITY,6ID ,6DTOC-2712-875-12 ,27 Dec 2012,"On 261100 Dec 2012, One (1) Platoon of 7IB led by 2LT FERAER (INF) PA while conducting security patrol, environmental clearing and peace advocacy discovered cut logs believed to be left behind by illegal loggers prior to the arrival of the government troops  at Sotio Balawan, Brgy Malasila, Makilala, Cotabato.  ",,,,,,,,
EMC11638,EASTMINCOM ,REGION 11,CVP ,ENCOUNTER,10ID ,10ID3-TOC-3011-515-12  ,30 Nov 2012,"Progress Report from Journal Nr. Progress report Nr 2 to our cnr: EMCOC – 3011 – 633 – 12 dtd 12/1/2012On 300300 Nov 2012, re encounter between troops of A/66IB led by 1LT VERGEL U LACAMBRA (INF) and MOL seven (7) NPA members of F33, SMRC at GC 51N ZJ 274516 vicinity Brgy Lebanon, Montevista, Compostela Valley Province on 300300 November 2012. ",,,,,,,,"The recovered items were turned-over to PNP EOD Team and SOCO including one (1) unit cellular phone for forensic investigation and evidence custody while the cadavers were brought to St Peter Funeral Parlor, Montevista, CVP for proper disposition. At about 1700H same day, the cadavers were turned over to PNP Montevista then were turned over to their respective families.  For information."
EMC11639,EASTMINCOM ,REGION 11,CVP ,HARASSMENT,10ID ,10ID3-TOC-3011-516-12  ,30 Dec 2012,"On 300445 Nov 2012, one (1) section of PDT/60IB composed of 20 EP and 4 CAA led by Sgt Darriel B Devecais (Inf) PA currently immersed at Brgy LS Sarmiento, Laak, CVP (51NZJ 214711) was harassed by MOL Twenty five (25) NPA believed to be members of F33, SMRC under AKA Al. Firefight lasted for about twenty five (25) minutes. Afterwhich, enemy withdrew towards North East direction.  The perpetrators positioned at North East and West portion from PDT TPB.  Result: Negative casualty on government side while undet on enemy side. ",,,,,,,"Ammo expenditure: M16- 315 rounds, M14- 40 rounds, M203- 3 rounds, K3 SAW- 60 rounds, RG-1, Garrand- 32 rounds; Losses- 1 clip Garrand, Damage- 1 K3 SAW Bipod. ","Commander 60IB immediately alerted all nearby PB's and PDTs, and directed Sgt Devecais to conduct clearing operations in the area.    "
EMC12642,EASTMINCOM ,REGION 13 CARAGA,DAVAO ORIENTAL ,SURRENDER,10ID , 10ID3-TOC-3011-517-12  ,30 Nov 2012,"On 301500 Nov 2012, A certain Rogelio PILAPIL y Masinares @ RUBEN (NPSRL), Mbr of Baking Primera, PBC 5, ROC, SMRC voluntarily turned himself without firearms to Intel Section of 67IB at Brgy Salingcomot (52N BP 3195134688), Baganga, Davao Oriental.Other Details:",,,,,,,"@ RUBEN is 20 years old and a resident of Sitio Sampad, Brgy Batawan, Baganga, Davao Oriental. Said surrender was made possible through the efforts of Jeremy Berol, his brother In-law, Jerson Berol, Brgy Kagawad of Brgy Batawan, Baganga and Ryan MANGUIOB @ JADE/AGU, rebel returnee. /Initial interview revealed that @ RUBEN was recruited by Palatin MATILAC @ RAMIL of F15, SMRC on February 2012 together with Mylene MANGUIOB @ ELLEN. He escaped from PBC5 on 1st week of May 2012 at vic Sitio KM 33, Brgy New Visayas, Trento, ADS after the series of encountered between the government troops and the consolidated NPAs of PBC 5 and PBC 8 under @ MELBY/MELVIE (TNU) and @ YOYONG (TNU). ","Said surrenderee is currently undergoing interview with operatives of 67IB at H67IB in Brgy Salingcomot, Baganga, Davao Oriental. "
EMC12644,EASTMINCOM ,REGION 13 CARAGA,SURIGAO DEL SUR ,HARASSMENT,4ID ,OPNS 0112-2043-12 ,01 Dec 2012,"On 302245 Nov 2012, San Roque Patrol Base of “D” Company 23IB stationed at vicinity Brgy San Roque, Madrid, Surigao del Sur was harassed by more or less 15 armed men believed to be members GF 30, NEMRC under unknown leader. Other Details:",,,,,,,"The troops immediately manned their respective sectors of fire and returned fire towards the enemy. The NPAs were positioned at the southwest portion of said patrol base. Firefight lasted for about fifteen (15) minutes. Afterwhich, the enemy withdrew towards unknown direction./Result:  Gov’t side – negative casualty;   En side – undetermined",The troops immediately manned their respective sectors of fire and returned fire to the enemy.
EMC12645,EASTMINCOM ,REGION 13 CARAGA,SURIGAO DEL SUR ,HARASSMENT,4ID ,OPNS 0112-2044-12 ,01 Dec 2012,"On 010400 Dec 2012, PB Dreamland of “D” Company 23IB  stationed at 925 vicinity Brgy Alba, Tago, Surigao del Sur was harassed by more or less 15 NPAs believed to be members of GF 30, NEMRC under unknown leader. Result:  Gov’t side – negative casualty; En side – undetermined",,,,,,,"Firefight lasted for about twenty (20) minutes. Afterwhich, the enemy withdrew towards northeast direction. ",Troops immediately manned their respective sector and returned fires towards enemy position.   
EMC12648,EASTMINCOM ,REGION 11,DAVAO DEL NORTE ,RANSACK,10ID ,10ID3-TOC0112-274-12  ,01 Dec 2012,"On 280800 Nov 2012, The house of CAA Rogelio Bhodog DN-GO4-000099 and CAA Julius S Egsi DN-A006197 assigned at Gupitan PB under D/72IB ransacked by MOL three (3) fully armed unidentified men believed to be members of F 35, SMRC at located at Brgy Gupitan, Kapalong, Davao del Norte.Other Details:",,,,,,,"The two CAAs were on duty at Gupitan PB in Brgy Gupitan, Kapalong, Davo del Norte when the incident occurred. /  The perpetrators withdrew towards So Kawayan, Brgy Gupitan, Kapalong, Davao del Norte right after the incident and carted away two (2) BDU, one (1) combat boot from CAA Bhodog and one (1) BDU from CAA Egsi. ","CPT PEDROSA Comdr, D/72 reported said incident to 60IB"
EMC12653,EASTMINCOM ,REGION 12,NORTH COTABATO ,DISCOVERY OF ENEMY CAMP,6ID ,6DTOC-0312-806-12 ,03 Dec 2012,"On 030930 Dec 2012,  two (2) section operating troops of 6SRC, SOCOM, PA, under 1LT SARA SARA while conducting combat clearing operation   discovered an abandoned NPA Camp at vicinity 51N YH 335924 Sitio Kalingahon, Brgy Nao, Magpet, North Cotabato. Accordingly, said camp can accommodate more or less fifty (50) persons and believed to be vacated two (2) days ago. Enemy trackings headed towards  west direction in the said area. ",,,,,,,,
EMC12654,EASTMINCOM ,REGION 12,NORTH COTABATO ,ENCOUNTER,6ID ,6DTOC-0312-805-12; 6DTOC-0512-808-12 & 6DTOC-0512-814-12 ,03 Dec 2012,"On 031115 Dec 2012,  operating troops of 40IB, 6ID, PA under 2LT MAGBITANG (INF) PA encountered undetermined number of NPA under unknown commander at vic 51N YH 37236 94935 So Salingsing, Brgy Balete, Magpet, Cotabato.  No reported casualty on the government side while undetermined on the enemy side.",,KIA/CAA  Daniel  Maasan   CAA,,,,,,"a. On 031145H December 2012, two (2) Sections, 6SRC, SOCOM, PA (SE 1) under 1LT SARA-SARA INF PA displaced from their previous location and proceeded towards vicinity 51N YH 355 917, Brgy Amabel, Magpet, Cotabato and conducted blocking/clearing operations. One (1) Platoon, 40IB under 2LT MAGBITANG INF PA displaced from their previous location and proceeded towards vicinity 51N YH 385 914, So Lubas, Brgy Manubisa, Magpet, Cotabato and conducted blocking/clearing operations along the possible enemy route of withdrawal. AA 1405H same day, one (1) Platoon, 7IB (RES 1) under 2LT LOPEZ INF PA left Bde TCP, Brgy Pangao-an, Magpet, Cotabato and proceeded towards Hqs 57IB, Brgy Poblacion, Makilala, Cotabato to escort the two (2) 105MM Howitzers towards the designated Fire Base at vicinity 51N YH 382 870 Brgy Pangao-an,  Magpet, Cotabato. Afterwhich, the two (2) 105MM Howitzers delivered fire support to the engaged troops. Said  fire support ended AA 1825H same day.  b. On 040830H Dec 12, prior  to clearing opn of 40IB, two (2) 105mm Howitzer delivered six (6) rounds of High Explosive (HE) where one of it was observed to have not exploded. Said fire support ended AA 1000H same day. Afterwhich, troops of 40IB while conducting clearing opn at ridge line of hill 1248, MOL fifty (50) meters away from the defensive position,  discovered series of trip wires blvd to be used as booby traps and IED. AA 1400H same day, two (2) Platoons of 40IB led by ILT BAMBICO (INF) PA displaced from the encounter site and brought the cadaver of late CAA Daniel  D Maasan towards vic 51N YH 354 917, Purok 1, Bgy Amabel, Magpet, Cotabato to link-up with the one (1) Section, BCoy, 57IB led by 2LT BANGUILAY (INF) PA. At about 2000H same day, troops of 40IB successfully linked-up with the elements of 57IB at Purok 1, Bgy Amabel, Magpet, Cot, afterwhich, troopsmoved towards 51N YH 334 894, Purok 5, Brgy Doles, Magpet, Cot and arrived thereat at about 2200H where two (2) KM450 and three (3) M35 trucks were waiting. The cadaver of late CAA Maasan was transferred to the vehicle of Collado Funeral Service upon arriving at Brgy Doles, Magpet, Cotabato. Likewise, CPT GALANTA PA, Bde S3 and CPT ABELLANOSA  PA, CO, GCoy, 38IB with escorts  onboard one (1) KM450 and one (1) HMMWV then escorted the cadaver of late CAA towards Kidapawan City and arrived thereat at about 2300H. Cadaver was turned-over for proper disposition and post mortem investigation to the authorized physician from the Health Office. AA 042220H Dec 2012, troops of 40IB arrived Bde TCP, Bgy Pangao-an, Magpet, Cot while troops of 57IB arrived Hqs BCoy, 57IB Bgy Gubatan, Magpet, Cot at about 2240H same day."
EMC12658,EASTMINCOM ,REGION 10,MISAMIS ORIENTAL ,RANSACK,4ID ,OPNS 0412-2061-12 ,04 Dec 2012,"Progress Report from Journal Nr. Progress report to our cnr: EMCOC–0412–657–12 dtd 12/4/2012On 030630 Dec 2012, re ransacked the house of a certain Kagawad Kokoy Ambal of Brgy Luna, Claveria, Misamis oriental and carted away three (3) assorted firearms and four (4) CCTV camera with recorder from the said house by MOL ten (10) NPAs believed to be members of SPP1, GF 4B, NCMRC under @ TADO (Bonifacio Lutawan) on or about 030630 December 2012. ",,,,,,,,"a. One (1) pltn (-) under by 1LT CHARLIE Q VALDEZ (MI) PA from H58IB in sitio Migbanday (GC 51PYK 096542), Brgy Poblacion, Claveria, Misamis Oriental was organized as follow on force. When it was later found out that the NPAs disembarked at vicinity Brgy Lanise (GC 51PYK 135550) and did not reached Brgy Mat-i, troops under 1LT VALDEZ shifted on foot to route of withdrawal of the armed group clearing all possible ambush areas and reached Brgy lanise (51PYK 135550) AA 1100H same day with negative enemy contact. b. On or about 030630H December 2012, one (1) squad PDT 58IB led by Sgt Nolito Baguio (Inf) PA in Brgy Mat-I was tasked to conduct ambush position along Luna-Mat-i route to intercept the fleeing NPAs. c. The axis of advance of operating troops of the ongoing combat operations in upland CLaveria was shifted towards the direction of the enemy route of withdrawal.   "
EMC12662,EASTMINCOM ,REGION 11,CVP ,SURRENDER,10ID ,10ID3-TOC0312-518-12  ,04 Dec 2012,"On 030900 Dec 2012, a certain Rodolfo Lodivica Mission JR @DANNY (PSRL), Member of Abe Tersira, PBC 4, SMRC voluntary turned himself without firearms to Sgt Darriel B Devecais (Inf) PA, PDT team leader, 60IB at Purok 4, Brgy LS (GC 217711), Sarmiento, Laak, Compostela Valley Province.  ",,,,,,,,"Subject is presently undergoing interview at H60IB, Brgy Doña Andrea, Asuncion, Davao del Norte."
EMC12667,EASTMINCOM ,REGION 13 CARAGA,SURIGAO DEL SUR ,HARASSMENT,4ID ,OPNS 0412-2069-12 ,04 Dec 2012,"On 041145 Dec 2012, Temporary Command Post of 36IB located at Sitio Gacub, Brgy Hinapuyan, Carmen, SDS under CPT JASPER T GACAYAN PA was harassed by more or less 15 NPAs believed to be members of GF-30, NEMRC under unknown leader. Other Details:",,,,,,,"Immediately, one (1) section of security from HHC, 36IB led by Sgt Marco C Penalosa PA manned their respective sector of fire and firefight lasted for about 20 mins. Afterwchich, the enemy withdrew towards unknown direction/Result: No casualty on govt side while undetermined on the enemy side./Ammo expenditure:  Cal 5.56mm M16 rifle – 317 rds; Cal 7.62mm M14 rifle – 85 Cal 5.56mm K3 linked – 140 and 40mm M203 GL – 7 rds, Rifle Grenade (RG) – 1 rd. ",The troops immediately conducted clearing operations to suspected enemy position and route of withdrawal.
EMC12679,EASTMINCOM ,REGION 12,NORTH COTABATO ,DISCOVERY OF ENEMY CAMP,6ID ,6DTOC-0612-819-12 ,06 Dec 2012,"On 061000 Dec 2012, Two (2) Teams, 10SFC, 5SFBN, PA under 1LT MALUCON (INF) PA and 1LT BOO (INF) PA, while conducting combat clearing operation at vicinity 51N YH 398955, Brgy Mahungcog, Magpet, Cotabato discovered an abandoned enemy encampment. Said camp can accommodate more or less thirty (30) NPA Other Details:",,,,,,,Progress report to follow,
EMC12681,EASTMINCOM ,REGION 12,NORTH COTABATO ,ENCOUNTER,6ID ,6DTOC-0612-817-12 ,06 Dec 2012,"Progress Report from Journal Nr. EMC12677  dtd 12/6/2012On 061125 Dec 2012, Progress Report re Encounter OOA 061125 December 2012 , Two (2) teams of operating troops from 10th Special Forces Company, 5th Special Forces Battalion, SOCOM, PA under 1LT MALUCON  (INF) PA and 1LT BOO (INF) PA, while conducting combat /clearing operation at vic 51N YH 392951, So. Vee , Brgy Mahungcog, Magpet, North Cotabato encountered undetermined number of NPA. Direction of enemies: 29 degrees, 500 meters from their position. Result of encounter: Negative casualty on government side while undetermined on the enemy side.       ",,,,,,,," At about 1215H same day, 2nd Platoon Bravo Company, 16FAB, AAR Firebase delivered  indirect fire support to the engaged troops.  Likewise, troops of 10SFC, SOCOM, PA  under 1LT MALUCON (INF) PA and 1LT BOO (INF) PA immediately conducted clearing operation to the impact area for possible enemy presence and casualty. While two (2) sections of 6SRC, SOCOM, PA under 1LT SARA SARA (INF) PA moved eastward and established blocking position thereat. Three (3) platoons 40IB, 6ID, PA under 1LT BAMBICO (INF) PA, moved towards north direction and established blocking position thereat. One (1) platoon 57IB, 6ID, PA under 1LT BANQUILAY (INF) PA, moved towards Brgy Mahongcog, Magpet Cotabato and established blocking position north direction of engagement area.Prog rpt to follow"
EMC12710,EASTMINCOM ,REGION 10,BUKIDNON ,ENCOUNTER,4ID ,OPNS 0912-2109-12 ,09 Dec 2012,"On 090830 Dec 2012, one (1) Platoon (-) Alpha Coy, 8IB under 2LT ERWIN P BUGARIN O-16706 (INF) PA while traversing towards their next objective encountered more or less five (5) NPAs believed to be members of PBY, SECOM 89, NCMRC under Junie Tilocan @ WATIWET/SIDLAK at GC 51P YK 58419 05359, vicinity Sitio Sigpangon, Brgy Indalasa, Malaybalay City. Firefight lasted for about ten (10) minutes. After which, the enemy withdrew towards southeast direction.  Items Recovered / Loss: ",,,,,,1 - BANDOLER/1 - Magazine for AK47/30 - AMMO FOR AK 47,"Firefight lasted for about ten (10) minutes. After which, the enemy withdrew towards southeast direction.  /Result: Government side – No casualty/Enemy side – Undetermined/Recovery: One (1) bandoleer with one (1) magazine of AK47 loaded with thirty (30) rds ammunition and personal belongings.","Actions taken:  Engaged troops conducted pursuit operation to the enemy route of withdrawal.  EMC12715  EASTMINCOM (REGION 11) DAVAO DEL NORTE (ABDUCTION) Ref: 10ID Report RN: 10ID3-TOC-1012-519-12  dtd 10 Dec 2012 On 090930 Dec 2012, Pfc Lito Masalo-on 841983 (Inf) PA, Asst Patrol Base Cmdr of Kimataan PB under D Coy/72IB was checkpoint by 7 NPA members of F34, SMRC atvic So Danao, Brgy Gupitan, Kapalong, Davao del Norte. Other Details: Pfc Masalo-on was on his way back to Kimantaan PB together with his 2 kids when he was checkpoint by 7 NPA elements and was asked to surrender but he decided to fight the pursuing NPA elements.  Result: One (1) NPA killed base on the report of the populace in the area, while the two (2) daughters of PFC Masalo-on namely: Mira Luna Masalo-on, 17 years old and Mona Lisa Masalo-on 12 years old were believed to be held hostage by the NPA. Pfc Masalo-on is currently at Libuton PB in San Isidro, DDN after he escaped from pursuing NPA. Action Taken: 60IB will conduct Rescue/Combat Operation along boundary of Upper Kapalong and San Isidro, all in DDN effective 092300H December 2012. "
EMC12718,EASTMINCOM ,REGION 13 CARAGA,SURIGAO DEL SUR ,ENCOUNTER,4ID ,OPNS 1012-2114-12 ,11 Dec 2012,"On 101340 Dec 2012,   one (1) platoon of Alpha Coy, 36IB 2LT DARRYL KIM LANDICHO O-16458 (INF) PA while on combat operations encountered more or less five (5) NPAs under unknown leader at GC 51P ZL 102142,  vicinity Placa area, Brgy Hinapuyan, Carmen, Surigao del Sur. Firefight lasted for about fifteen (15)  minutes. After which, the enemy withdrew towards north direction.  Result: Government side – Three (3) WIA due to landmine explosion ",,,,,,,,
emc12719,EASTMINCOM ,REGION 11,DAVAO DEL NORTE ,OTHERS,10ID ,10ID3-TOC-1012-521-12 ,10 Dec 2012,"Progress Report from Journal Nr. EMC12 715 dtd 12/11/2012On 090930 Dec 2012, Progress report re Encounter On the incident  transpired on 090930 Dec 12 at vic Sitio Danao,  Brgy Monte Dujali, San Isidro, Dvao del Norte.",,,,,,,,
emc12720,EASTMINCOM ,REGION 13 CARAGA,SURIGAO DEL SUR ,ENCOUNTER,4ID ,OPNS 1012-2109-12 ,10 Dec 2012,"On 090950 Dec 2012,  one (1) section composed of one (1) officer and sixteen (16) EP 4SRC (TACON) to 36IB under 1LT DOMINIC F DE GUZMAN          O-140329 (INF) PA while moving towards their objective encountered more or less six (6) NPAs believed to be members of GF 30, NEMRC under unknown leader at GC 51P ZL 078170, vicinity Plaka area, Brgy Hinapuyan, Carmen, Surigao del Sur. Firefight lasted for about thirty (30) minutes. After which, the enemy withdrew towards west direction.  Result: Government side – No casualty",,,,,,Serviciable/1 - MAGAZINE OF AK 47/25RDS - AK 47 LIVE AMMOS/33 - Ammunition for cal 5.56mm,"Ammo Expenditures: 5.56mm Ctgs (M16)-330 rds, 7.62mm ctgs linked (K3)-100 rds, 7.62mm M14 – 30rds and M203 GL-2 rds.",Engaged troops conducted pursuit operation to enemy route of withdrawal. 
